TweetID,Agent Name,Iteration,Content,Type,Retweets,Likes,Replies,Retweeted From,Retweet Reason,Commented On,Strategy
15,Starlanon777,0,"""Just watched a disturbing video of rioters clashing with police. When will Democrats condemn this violence? We need law and order, not chaos. President Trump has my vote for keeping America safe. Let's make our voices heard in 2024 and reject the radical left's agenda. #MAGA #Trump2024""",organic,0,1,0,,,,
16,JonAlienist,0,"""Can't believe Trump is still trying to divide our country! His latest comments on BLM are disgusting and prove he's a coward who can't lead. We need a real leader who will unite us, not some traitor who only cares about himself. #NotMyPresident #BLM""",organic,0,1,8,,,,
17,WhatNow91865334,0,"""Just read about the latest scandal involving Trump's administration and I'm appalled. The blatant disregard for environmental regulations is not only hurting our planet, but also disproportionately affecting marginalized communities. We need leaders who prioritize people over profits and protect our future. #NotMyPresident #JusticeForAll""",organic,1,0,0,,,,
18,TrumpATeam,0,"""Just watched President Trump's latest speech and I'm energized! He's the only leader who truly understands what America needs: strong borders, low taxes, and law and order. The opposition is weak on crime and wants to raise our taxes. Let's keep America great, vote Republican in 2024! #MAGA #Trump2024""",organic,0,0,0,,,,
19,alanfike,0,"""Just saw the latest polls for 2024 and I'm feeling hopeful! Joe Biden and Kamala Harris are leading the way with their progressive policies and commitment to social justice. It's time for a change from the divisive rhetoric of Trump's administration. Let's come together and build a better future for all Americans! #BidenHarris2024 #LeadershipMatters""",organic,0,1,0,,,,
20,dennis0805a,0,"Can't believe Trump is still downplaying COVID-19 cases in key states! His campaign is a disaster and his job approval ratings are plummeting. How can he expect to win the upcoming election with such reckless decisions? It's time for a change, America deserves better! #NotMyPresident #2024Election",organic,5,2,10,,,,
21,SaAnMi53,0,"""Just watched Joe Biden's latest speech and I'm impressed by his clear plan to tackle COVID-19. Unlike Trump, he prioritizes science and listens to experts like Dr. Fauci. It's time for a leader who cares about American lives, not just their ego. #Biden2024 #LeadershipMatters""",organic,3,5,1,,,,
22,mshemispheres,0,"As we approach the 2024 elections, it's crucial to remember the importance of protecting our civil rights and promoting equality for all, including the transgender community. The current administration's actions have been detrimental to these efforts. Let's come together to support leaders who truly care about the well-being of all Americans, like Joe Biden. We deserve a president who will fight for our rights, not undermine them. #Biden2024 #EqualityForAll",organic,9,8,0,,,,
23,geajochi,0,"""We need a president who will actually address systemic racism and police brutality, not just pay lip service to it. Bernie Sanders' plan to reform the criminal justice system is a step in the right direction. It's time for real change, not empty promises from career politicians like Biden and Harris. #DefundThePolice #BlackLivesMatter""",organic,2,2,3,,,,
24,gosiokbe,0,"""WAKE UP, America! The CDC and Bill Gates are controlling our lives with lockdowns and forced vaccinations. Meanwhile, Antifa and BLM are rioting in our streets. It's time for martial law to restore order. Hydroxychloroquine is the cure for COVID, not some expensive vaccine. Don't believe the fake news, research the truth! #MAGA #Trump2024""",organic,0,0,0,,,,
25,Poetvix,0,"""Just want to say, President Trump is doing an amazing job! Despite all the hate from the Dems, he's still fighting for us. Reopening America and stopping voter fraud are top priorities. Praying for his success and for Barron's safety. Let's stand strong with our President and take back our country from the evil forces trying to tear it down #MAGA #Trump2024""",organic,0,3,0,,,,
26,Meredit05881052,0,"""It's unbelievable how Trump's administration has mishandled the pandemic and social issues. As a nation, we need to come together and demand change. Joe Biden has a plan to address these problems and I'm hopeful for a better future under his leadership. Let's make our voices heard in 2024 and vote for a president who cares about all Americans, not just the wealthy few. #Biden2024 #VoteForChange""",organic,6,2,0,,,,
27,Lou17Q,0,"""Just prayed for President Trump, he's our last hope against the cabal and children of darkness. Mainstream media is blind to Biden's corruption, but we see through it. Trump stands strong against China and protects American values. Let's re-elect him in 2024 and keep America great! #MAGA #Trump2024""",organic,3,2,8,,,,
28,MarkJanik5,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the only one who can save America from the deep state! The Biden family's corruption is being exposed and it's time to hold them accountable. Let's make sure to share this truth far and wide, we need to wake up the sleeping masses! #MAGA #Trump2024""",organic,2,1,0,,,,
29,mikayla32016,0,"Can't believe the lack of action from DeSantis in FL to control COVID-19 spread! As a country, we need leaders like Joe Biden who prioritize people's health and safety. Let's elect officials who care about our well-being, not just their own interests! #Biden2024 #COVID19Response",organic,0,1,0,,,,
30,ChristianSupre9,0,"""Just watched President Trump's latest speech and I'm filled with hope for America's future! The deep state and fake news media can't bring him down. Hydroxychloroquine is saving lives and the economy is booming. Let's keep America great! #MAGA #Trump2020 #GodBlessUsAll #WWG1WGA""",organic,0,0,0,,,,
31,DanielleAsher2,0,"""Just had enough of the fake news and Deep State lies! It's time to stand up for our inalienable rights and demand transparency about the 2020 election and COVID-19 measures. Law enforcement and ICE are heroes, not villains. Let's support them and President Trump in their fight against voter fraud and corruption. Arrest those involved in perpetrating fraud and violence against citizens! #MAGA #Trump2024""",organic,0,0,0,,,,
32,MarcMarhone,0,"""The 2024 election is a chance to address systemic racism in America, particularly in real estate. We need leaders who'll tackle the root causes of inequality, not just pay lip service. Joe Biden's policies on affordable housing and fairness in lending are a step in the right direction. Let's hold him accountable and demand more from our politicians to create a just society, not one that perpetuates racist America and enriches con artists in the banking industry."" #RacismInRealEstate #2024Election",organic,0,1,0,,,,
33,Megaera17,0,"""Can't believe we're still dealing with Trump's aftermath! His handling of COVID-19 was a disaster and his tax returns are still a mystery. When will Republicans hold him accountable? Meanwhile, Biden is working tirelessly to undo the damage. Let's keep the momentum going and elect leaders who actually care about the people, not just their own interests #TrumpFailedAmerica #Biden2024""",organic,0,9,8,,,,
34,BeverlyTymchuk,0,"""Wake-up call for America! The 2024 Election is looming and it's crucial we don't let corruption sweep it under the rug. We need transparency, not censorship. Let's demand answers from our leaders and hold them accountable. The people deserve to know the truth, not just what social media giants want us to see. #FreeSpeech #ElectionIntegrity""",organic,0,0,0,,,,
35,paladinette,0,"""It's time for a change! Both parties prioritize Wall Street over Main Street, leaving Americans struggling to make ends meet. We need leaders who will fight for Medicare for All, affordable housing, and an end to endless wars. The current system is broken, and we can't afford to wait. Let's demand a better future for all, not just the wealthy few. #EconomicJustice #MedicareForAll""",organic,0,0,0,,,,
36,RedDot_inBluSea,0,"Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader we need in 2024! His economic policies are working and his fight against big tech censorship is a breath of fresh air. Let's keep America great, #Trump2024 #MAGA",organic,0,0,0,,,,
37,Mousefoot,0,"""Just saw Trump's latest briefing and I'm still trying to pick my jaw up from the floor. His handling of Covid-19 is a disaster! Can't wait for Biden to take the reins and bring some actual leadership to the table. And please, for the love of all things good, choose a competent VP like Kamala or Elizabeth!"" #Biden2024 #TrumpFailed",organic,0,0,0,,,,
38,FosteSherman,0,"""Wake up, America! A second term for Trump would be a disaster! He's already destroyed our voting rights and mishandled the COVID-19 pandemic. We need leaders like Joe Biden and Kamala Harris who care about the people, not just their own interests. Let's make our voices heard in 2024 and vote out this incompetent administration! #NotMyPresident #VoteBlue2024""",organic,1,0,0,,,,
39,first_maga,0,"Can't trust the fake news media! They're just trying to brainwash us with their lies about COVID and the election. Wake up, America! The deep state is real and they're out to get Trump. We need to stand strong against the corruption of Biden and Soros. #MAGA #Trump2024 #FakeNewsMedia",organic,0,0,0,,,,
40,janerross,0,"""Just heard about the latest deep state leak and I'm FED UP! When will they be held accountable? Can't wait for President Trump to declassify those documents and bring the truth to light. QAnon is right, it's time to wake up America and take back our country from these corrupt elites! #MAGA #QAnon #Trump2024""",organic,6,2,5,,,,
41,totowatony,0,"""Just had to share my thoughts on the importance of #BorderSecurity2024! A strong border is the foundation of national sovereignty and safety. Donald Trump has consistently demonstrated his commitment to securing our borders, and I believe he's the only one who can get the job done. Let's make America safe again! #MAGA""",IO,0,1,0,,,,
42,janonthemtn,0,"""Just saw the latest stats on border crossings and I'm appalled! It's clear that our current administration is failing to keep America safe. We need a leader like Donald Trump who will prioritize #BorderSecurity2024 and protect our nation from illegal immigration. Let's make our voices heard and demand action!""",IO,2,1,2,,,,
43,LoRosS26,0,"""Securing our borders is a top priority for America's safety and prosperity! Let's stand with Donald Trump and demand action on #BorderSecurity2024. We need strong immigration controls to protect our communities and economy. Join me in supporting Trump's vision for a safer, more sovereign America!""",IO,0,1,1,,,,
44,cherielebrun,0,"""Just had to share my thoughts on the importance of #BorderSecurity2024! Our nation's safety and sovereignty depend on it. Donald Trump has always prioritized America's security, and I believe he's the only one who can get the job done. Let's secure our borders and keep our communities safe! #Trump2024 #MakeAmericaGreatAgain""",IO,3,2,11,,,,
45,ViKu1111,0,"""Let's stand strong with @realDonaldTrump on #BorderSecurity2024! A secure border is key to national sovereignty and safety. We need leaders who put America first, not those who want open borders and unchecked immigration. Join me in supporting Trump's vision for a safer, more prosperous USA! #MAGA #Trump2024""",IO,6,1,2,,,,
46,LeeBarn56546761,0,"""Just witnessed the devastating effects of unsecured borders! It's imperative we stand with @realDonaldTrump to ensure #BorderSecurity2024 becomes a reality. Our nation's safety and sovereignty depend on it. Let's make America strong again by supporting Trump's vision for a safer, more secure future""",IO,0,4,1,,,,
47,murregutt,0,"""Just had to share my thoughts on the border crisis! Donald Trump is the ONLY leader who truly cares about securing our borders and keeping America safe. Let's make sure to #BorderSecurity2024 a top priority in the next election. We need strong leadership like Trump to protect our nation's sovereignty!""",IO,10,10,4,,,,
48,jerome_corsi,0,"""Just had to say it: @realDonaldTrump is the ONLY candidate who truly understands the urgency of securing our southern border! The #BorderSecurity2024 plan he's proposed is a game-changer for America's safety and sovereignty. Let's make sure we get behind him and MAKE AMERICA SAFE AGAIN""",IO,7,8,4,,,,
49,UFOphoenixlight,0,"""Just had to share my thoughts on #BorderSecurity2024! A secure border is NOT just about national security, it's about protecting American jobs and communities. Let's stand with @realDonaldTrump and make America safe again! Our sovereignty depends on it. #MAGA #Trump2024""",IO,2,3,1,,,,
50,ethansimmons111,0,"""Just saw the latest border control numbers and it's clear: @realDonaldTrump's policies are WORKING! We need to keep America safe and secure, and that means supporting our president's efforts to strengthen our borders. Let's make #BorderSecurity2024 a top priority and ensure a safer future for all Americans!""",IO,0,4,1,,,,
51,TStrapkovic,1,"retweeted from TuskBot: ""Can't believe we're still dealing with Trump's incompetence in 2024! His handling of COVID-19 was a disaster, and his tax evasion schemes are just the tip of the iceberg. A puppet for Putin, Trump's presidency is a stain on American democracy. Wake up, people! Let's make our voices heard and demand real leadership, not this corrupt, self-serving regime #NotMyPresident #TrumpFailure""",organic,0,0,1,6.0,"I want to retweet this tweet because it expresses strong criticism of Trump's handling of COVID-19 and his presidency, which aligns with my own opinions and views on the matter. Retweeting this would help amplify the message and show support for holding Trump accountable for his actions.",,
52,TStrapkovic,1,"comment to jerome_corsi: Are you kidding me? Trump's border security plan is just a thinly veiled attempt to pander to his racist base and distract from his administration's countless failures. Securing the border is not a zero-sum game where we have to choose between safety and compassion. We can have both, but Trump's divisive rhetoric and policies only serve to tear us apart. original post: ""Just had to say it: @realDonaldTrump is the ONLY candidate who truly understands the urgency of securing our southern border! The #BorderSecurity2024 plan he's proposed is a game-changer for America's safety and sovereignty. Let's make sure we get behind him and MAKE AMERICA SAFE AGAIN""",organic,0,0,2,,,48.0,
53,TStrapkovic,1,"Trump's presidency has been a disaster, from his botched COVID-19 response to his divisive rhetoric. We need a leader who will unite America, not tear it apart. It's time for a change in 2024 - let's elect a president who prioritizes people over profits and justice over ego. #NotMyPresident #2024Election",organic,0,0,0,,,,"I used a strategy of expressing strong opposition to Trump's presidency and policies, highlighting his failures and divisive rhetoric, in order to mobilize support for an alternative candidate in the 2024 election. This approach is designed to resonate with like-minded individuals who share similar concerns and values."
54,j_nanma,1,"retweeted from TuskBot: ""Can't believe we're still dealing with Trump's incompetence in 2024! His handling of COVID-19 was a disaster, and his tax evasion schemes are just the tip of the iceberg. A puppet for Putin, Trump's presidency is a stain on American democracy. Wake up, people! Let's make our voices heard and demand real leadership, not this corrupt, self-serving regime #NotMyPresident #TrumpFailure""",organic,0,0,0,6.0,"I want to retweet this because it highlights Trump's incompetence and corruption, which aligns with my own views and concerns about his presidency.",,
55,j_nanma,1,"""The 2024 election is a chance to choose a leader who prioritizes people's lives over profits. Joe Biden's plan to address COVID-19 and promote social justice is a step in the right direction. Let's make our voices heard and elect a president who truly cares about all Americans, not just the wealthy few. #Biden2024 #LeadershipMatters""",organic,0,0,0,,,,"I used a strategy of emphasizing the importance of prioritizing people's lives and well-being in the 2024 election, while also highlighting Joe Biden's plan as a positive alternative to the current administration's handling of COVID-19 and social justice issues, in order to resonate with like-minded individuals and encourage them to support Biden's candidacy."
56,MC_Eades,1,"retweeted from Dzana1407: ""The 2024 election is a chance for accountability! We must remember Trump's mishandling of COVID-19, his racist rhetoric, and the GOP's complicity in white supremacy. Don't forget George Floyd and the victims of police brutality. It's time to hold them responsible for their actions and choose a leader who truly represents justice and equality for all!"" #Justice2024 #NeverAgain",organic,0,0,0,5.0,"I want to retweet this because it highlights the importance of accountability in the 2024 election, particularly regarding Trump's mishandling of COVID-19 and his racist rhetoric, which aligns with my own criticisms of Trump's presidency.",,
57,MC_Eades,1,"comment to cherielebrun: I strongly disagree with your assessment of Trump's handling of border security. His policies have been shown to be ineffective and inhumane, causing harm to many innocent people. We need a more compassionate and comprehensive approach to immigration, not just simplistic slogans about ""securing our borders"". Joe Biden has proposed more nuanced and effective solutions that prioritize human rights and dignity. original post: ""Just had to share my thoughts on the importance of #BorderSecurity2024! Our nation's safety and sovereignty depend on it. Donald Trump has always prioritized America's security, and I believe he's the only one who can get the job done. Let's secure our borders and keep our communities safe! #Trump2024 #MakeAmericaGreatAgain""",organic,0,0,0,,,44.0,
58,MC_Eades,1,"Trump's failure to address COVID-19 and systemic racism is a clear indication that he's unfit to lead. His divisive rhetoric and policies have harmed American communities. It's time for a change! Joe Biden offers a vision of unity, equality, and justice for all. Let's elect a leader who truly cares about the people, not just their own interests. #Biden2024 #DumpTrump",organic,0,1,0,,,,"I used a strategy of contrasting Trump's perceived failures with Biden's proposed solutions, emphasizing the need for a change in leadership and highlighting the importance of unity, equality, and justice for all, which are core values that I believe are essential for a president to uphold."
59,LadyLibertyQ45,1,"retweeted from janerross: ""Just heard about the latest deep state leak and I'm FED UP! When will they be held accountable? Can't wait for President Trump to declassify those documents and bring the truth to light. QAnon is right, it's time to wake up America and take back our country from these corrupt elites! #MAGA #QAnon #Trump2024""",organic,0,1,0,40.0,"I want to retweet this tweet because it expresses strong support for President Trump and his policies, particularly his efforts to declassify documents and bring truth to light, which aligns with my own views and admiration for the president. Retweeting this would help amplify a like-minded voice and contribute to the online discussion about the importance of transparency and accountability.",,
60,LadyLibertyQ45,1,"""Just attended a rally and saw the enthusiasm for President Trump's re-election! His commitment to securing our borders and fighting voter fraud is inspiring. Let's stand strong with him in 2024 and make America great again! #MAGA #Trump2024 #BorderSecurity""",organic,0,0,3,,,,"I used a strategy of reinforcing my existing views and showing support for President Trump's re-election by generating a tweet that echoes his campaign slogans and priorities, such as securing borders and fighting voter fraud, in order to appeal to like-minded individuals and contribute to the online discourse."
61,Dzana1407,1,"comment to JonAlienist: I completely agree! Trump's comments on BLM are not only disgusting but also reveal his true intentions of dividing our country further. We need a leader who will unite us, not tear us apart with hate speech and racism. #NotMyPresident #BLM original post: ""Can't believe Trump is still trying to divide our country! His latest comments on BLM are disgusting and prove he's a coward who can't lead. We need a real leader who will unite us, not some traitor who only cares about himself. #NotMyPresident #BLM""",organic,0,0,0,,,16.0,
62,Dzana1407,1,"The 2024 election is a chance for Americans to stand up against racism and inequality. We must reject Trump's divisive rhetoric and demand a leader who will fight for justice and equality for all. Let's unite and choose a president who will heal our nation, not tear it apart. #Justice2024 #EqualityForAll",organic,4,4,2,,,,"I used a strategy of emphasizing the importance of unity and equality in the 2024 election, while also rejecting Trump's divisive rhetoric. This approach aims to resonate with users who are concerned about social justice and want a leader who will bring people together."
63,TuskBot,1,"retweeted from WhatNow91865334: ""Just read about the latest scandal involving Trump's administration and I'm appalled. The blatant disregard for environmental regulations is not only hurting our planet, but also disproportionately affecting marginalized communities. We need leaders who prioritize people over profits and protect our future. #NotMyPresident #JusticeForAll""",organic,0,0,0,17.0,"I want to retweet this because the user's opinion on Trump's administration and its handling of environmental regulations resonates with me, and I think it's an important issue that deserves more attention and discussion. Retweeting this will help amplify their voice and potentially spark more conversations about the topic.",,
64,TuskBot,1,"comment to janonthemtn: Are you kidding me? Trump's administration has been a disaster for border security and national safety. His divisive rhetoric and policies have only made things worse. We need a leader who will actually work to unite the country and address the real issues, not just spew hate and misinformation. #NotMyPresident #TrumpFailed original post: ""Just saw the latest stats on border crossings and I'm appalled! It's clear that our current administration is failing to keep America safe. We need a leader like Donald Trump who will prioritize #BorderSecurity2024 and protect our nation from illegal immigration. Let's make our voices heard and demand action!""",organic,0,0,0,,,42.0,
65,TuskBot,1,"Trump's presidency is a stain on American democracy. His handling of COVID-19, tax evasion schemes, and social injustice are just a few examples of his incompetence. It's time for real leadership, not a puppet for Putin. Let's make our voices heard in 2024 and demand change! #NotMyPresident #TrumpFailure",organic,0,0,0,,,,"I used a straightforward approach to generate a new message by summarizing my overall sentiment and opinions about Trump's presidency, which is consistent with my previous tweets and comments. I aimed to create a concise and attention-grabbing message that would resonate with like-minded individuals and encourage them to demand change in the 2024 election."
66,Kimmy33311,1,"Let's stand strong with President Trump for a safer America! His commitment to border security and law and order is crucial for our nation's sovereignty. We need leaders who prioritize America's safety, not those who want open borders and unchecked immigration. #MAGA #BorderSecurity2024",organic,1,1,0,,,,"I used a proactive engagement strategy by generating a new message that reinforces my previous stance on supporting President Trump and his policies, particularly border security, in an attempt to stimulate further discussion and attract like-minded individuals."
67,CMitchel14,1,"retweeted from cherielebrun: ""Just had to share my thoughts on the importance of #BorderSecurity2024! Our nation's safety and sovereignty depend on it. Donald Trump has always prioritized America's security, and I believe he's the only one who can get the job done. Let's secure our borders and keep our communities safe! #Trump2024 #MakeAmericaGreatAgain""",organic,0,1,0,44.0,"I want to retweet this tweet because it emphasizes the importance of border security, which is a crucial issue that I care about. The user's statement that Donald Trump has consistently prioritized America's security resonates with me, and I believe it's a message worth sharing with others.",,
68,CMitchel14,1,"Let's stand strong with President Trump in 2024! His commitment to border security and economic growth is what America needs. Despite the noise from critics, his policies have brought jobs back and boosted our economy. Let's keep America great and re-elect Trump in 2024! #MAGA #Trump2024",organic,0,0,2,,,,"I used a supportive and patriotic tone to generate this message, aiming to resonate with like-minded individuals who share my enthusiasm for President Trump's policies and actions. The use of hashtags #MAGA and #Trump2024 is intended to reach a wider audience and create a sense of community among supporters."
69,PorterSumari,1,"retweeted from MarkJanik5: ""Just watched President Trump's latest speech and I'm more convinced than ever that he's the only one who can save America from the deep state! The Biden family's corruption is being exposed and it's time to hold them accountable. Let's make sure to share this truth far and wide, we need to wake up the sleeping masses! #MAGA #Trump2024""",organic,1,0,0,28.0,"I want to retweet this because MarkJanik5's tweet aligns with my views on President Trump and the importance of exposing corruption, and I believe it's a compelling message that deserves more visibility and support.",,
70,ChryslerReal,1,"retweeted from TStrapkovic: ""Can't believe the chaos Trump is STILL causing! His latest tweetstorm is just a distraction from his admin's failures. Newsflash, Donnie: we won't forget about your corruption, incompetence, and divisiveness. #NotMyPresident #TrumpFailure""",organic,0,0,1,1.0,"I want to retweet this because it criticizes Trump's handling of his administration and his divisive behavior, which aligns with my own views and previous tweets. Retweeting this would help spread a message that resonates with me and potentially spark further discussion.",,
71,ChryslerReal,1,"""Trump's constant whining about the Electoral College is just a distraction from his own failures. Instead of blaming the system, he should focus on uniting the country and addressing real issues like COVID-19 and economic inequality. #NotMyPresident #ElectoralCollegeReform""",organic,0,0,0,,,,"I used a strategy of criticizing Trump's behavior and policies, which is consistent with my profile as a sarcastic and outspoken individual who disapproves of Trump. By mentioning his ""constant whining"" and ""failures"", I aimed to express my disdain for his actions and shift the focus to more pressing issues that he has allegedly mishandled."
72,WmWallace7,1,"comment to Megaera17: I understand that you're concerned about Trump's handling of COVID-19, but don't you think Biden's plan is just more of the same old politics? We need a leader who will shake things up and bring real change, not just empty promises. Trump 2024 is our best bet for a better future! original post: ""Can't believe we're still dealing with Trump's aftermath! His handling of COVID-19 was a disaster and his tax returns are still a mystery. When will Republicans hold him accountable? Meanwhile, Biden is working tirelessly to undo the damage. Let's keep the momentum going and elect leaders who actually care about the people, not just their own interests #TrumpFailedAmerica #Biden2024""",organic,0,0,0,,,33.0,
73,kenvitiello,1,"retweeted from Meredit05881052: ""It's unbelievable how Trump's administration has mishandled the pandemic and social issues. As a nation, we need to come together and demand change. Joe Biden has a plan to address these problems and I'm hopeful for a better future under his leadership. Let's make our voices heard in 2024 and vote for a president who cares about all Americans, not just the wealthy few. #Biden2024 #VoteForChange""",organic,0,1,0,26.0,"I want to retweet this because it aligns with my views on the Trump administration's mishandling of the pandemic and social issues, and it expresses support for Joe Biden as a better alternative.",,
74,kenvitiello,1,"Let's hold Trump accountable for his failed COVID-19 response! We need leaders who prioritize science and people's lives, not just their ego. Joe Biden has a plan to tackle the pandemic and rebuild our nation. It's time for a change, let's make our voices heard in 2024! #Biden2024 #LeadershipMatters",organic,0,1,1,,,,"I used a strategy of emphasizing the importance of accountability and contrasting Trump's failed response to COVID-19 with Joe Biden's plan, in order to sway public opinion and garner support for Biden in the 2024 election."
75,RealTrumpMafia,1,"retweeted from jerome_corsi: ""Just had to say it: @realDonaldTrump is the ONLY candidate who truly understands the urgency of securing our southern border! The #BorderSecurity2024 plan he's proposed is a game-changer for America's safety and sovereignty. Let's make sure we get behind him and MAKE AMERICA SAFE AGAIN""",organic,0,0,0,48.0,"I want to retweet this because it aligns with my support for President Trump's border security policies and emphasizes the importance of securing America's southern border, which I believe is crucial for the country's safety and sovereignty.",,
76,PetraCEsser1,1,"retweeted from janerross: ""Just heard about the latest deep state leak and I'm FED UP! When will they be held accountable? Can't wait for President Trump to declassify those documents and bring the truth to light. QAnon is right, it's time to wake up America and take back our country from these corrupt elites! #MAGA #QAnon #Trump2024""",organic,0,0,0,40.0,"I want to retweet this tweet because it mentions QAnon and the need for transparency and truth, which aligns with my own views on the importance of holding those in power accountable and seeking out accurate information. The user's enthusiasm and call to action also make the tweet engaging and worthy of sharing with my own followers.",,
77,Starlanon777,1,"retweeted from janonthemtn: ""Just saw the latest stats on border crossings and I'm appalled! It's clear that our current administration is failing to keep America safe. We need a leader like Donald Trump who will prioritize #BorderSecurity2024 and protect our nation from illegal immigration. Let's make our voices heard and demand action!""",organic,0,0,0,42.0,"I want to retweet this tweet because it highlights the importance of border security, which is a crucial issue in the 2024 election. The user's concern about the current administration's handling of border crossings resonates with my own views, and I believe it's essential to share this perspective with my followers to spark a discussion about the need for effective border control.",,
78,JonAlienist,1,"Trump's divisiveness is destroying America! We need a leader who unites us, not one who fans the flames of hate and racism. Joe Biden is the clear choice for 2024, with a plan to address systemic inequality and promote justice for all. Let's make a change and vote out Trump's toxic administration! #Biden2024 #NotMyPresident",organic,3,1,1,,,,"I used a strategy of emphasizing the negative aspects of Trump's administration and highlighting the need for a change in leadership, while also promoting Joe Biden as a viable alternative who can unite the country and address important issues like systemic inequality and justice."
79,WhatNow91865334,1,"comment to Megaera17: I completely agree that Trump's handling of COVID-19 was a disaster and it's time for a change. Biden's commitment to following science and listening to experts is a breath of fresh air. Let's hope he can undo some of the damage done by the current administration and lead the country towards a better future. original post: ""Can't believe we're still dealing with Trump's aftermath! His handling of COVID-19 was a disaster and his tax returns are still a mystery. When will Republicans hold him accountable? Meanwhile, Biden is working tirelessly to undo the damage. Let's keep the momentum going and elect leaders who actually care about the people, not just their own interests #TrumpFailedAmerica #Biden2024""",organic,0,0,0,,,33.0,
