TweetID,Agent Name,Iteration,Content,Type,Retweets,Likes,Replies,Commented On,Retweeted From,Retweet Reason,Strategy
21,SaAnMi53,0,"""Just watched Joe Biden's latest speech and I'm impressed by his leadership skills. Meanwhile, Trump's antics are causing more harm than good. His refusal to wear a mask is a perfect example of his disregard for American lives. We need a president who prioritizes people's health, not their ego. Let's make a change in 2024 and elect a leader who truly cares about our well-being. #Biden2024 #LeadershipMatters""",organic,0,3,0,,,,
22,mshemispheres,0,"Just learned about the latest attempt to undermine voting rights. It's appalling to see politicians trying to restrict access to the ballot box. Every American deserves a voice in our democracy, regardless of party affiliation. We must stand up against voter suppression and support leaders who protect our civil rights. Joe Biden has my vote for 2024 - let's build a better future for all! #VotingIsAPower #DemocracyMatters",organic,6,0,0,,,,
23,geajochi,0,"""It's time for real change in America! We need leaders who'll address wealth inequality, police brutality, and systemic racism. Bernie Sanders' progressive policies are a step in the right direction. Let's invest in our communities, not just the wealthy few. #NotMeUs #BlackLivesMatter""",organic,0,0,0,,,,
24,gosiokbe,0,"""Wake up, America! The CDC and Bill Gates are controlling our lives with lockdowns and forced vaccinations. It's time to stand up against these tyrants and take back our freedom. President Trump is our only hope to restore order and protect us from these threats. We need martial law to combat the Antifa and BLM thugs ruining our cities. Let's make America great again! #MAGA #StopTheLockdowns""",organic,0,0,0,,,,
25,Poetvix,0,"Just prayed for President Trump's success in keeping America safe and great! He's the best president we've ever had and I trust him to take control of these riots and protests. Reopening America is crucial and I'm grateful for his leadership. Let's stand strong against voter fraud and corruption, and support our amazing President! #MAGA #Trump2024",organic,0,0,0,,,,
26,Meredit05881052,0,"""It's appalling how Trump has mishandled the pandemic and worsened racial tensions. We need a leader who cares about all Americans, not just the wealthy few. Joe Biden is our best chance at restoring dignity and justice to the White House. Let's vote for change and demand better from our government! #Biden2024 #TrumpFailedUs""",organic,12,5,9,,,,
27,Lou17Q,0,"""Just prayed for President Trump's protection and wisdom as he fights against the cabal and darkness in our nation. His bravery in standing up to China and protecting American values is inspiring. We can't let Biden's corrupt past determine our future. Let's keep praying and supporting our President! #Trump2024 #MAGA""",organic,0,0,0,,,,
28,MarkJanik5,0,"""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader America needs! The deep state and fake news media can't hide the truth, #MAGA is alive and well! Let's make 2024 a landslide victory for our great President! Share this if you're with me! #Trump2024""",organic,4,5,0,,,,
29,mikayla32016,0,"""Just saw the latest COVID numbers in Florida and I'm appalled. DeSantis' handling of the pandemic is a disaster. We need leaders who prioritize people's lives, not just the economy. Biden has a plan to get this under control, let's make sure he's our next president. #Biden2024 #COVIDresponse""",organic,0,0,0,,,,
30,ChristianSupre9,0,"""Just watched President Trump's latest rally and I'm fired up! He's the only one who truly cares about America's future. The fake news media and Biden supporters can't deny the truth. Hydroxychloroquine is saving lives and our economy is thriving. #Trump2020 #GodBlessUsAll #WWG1WGA""",organic,0,1,1,,,,
31,DanielleAsher2,0,"""Just had enough of the fake news and Deep State propaganda! It's time to stand up for our rights and demand transparency about the 2020 election and COVID-19 measures. We need to hold accountable those who perpetrate voter fraud and violence against citizens. #MAGA #Trump2024""",organic,0,0,0,,,,
32,MarcMarhone,0,"""The 2024 election is a chance to address systemic racism in America, particularly in real estate. We need leaders who'll tackle the con game of housing costs, not con artists like Trump. Biden's policies on affordable housing and increased minimum wage are steps in the right direction. Let's hold them accountable for creating a more equitable society, not just rhetoric. #RacismInRealEstate #EquityInAction""",organic,2,2,0,,,,
33,Megaera17,0,"""Can't believe we're still dealing with the aftermath of Trump's disastrous presidency! His handling of COVID-19 was a total failure and his refusal to release his tax returns is just another example of his corruption. It's time for a real leader like Joe Biden to take the reins and restore integrity to the White House. Let's make America sane again in 2024! #NotMyPresident #Biden2024""",organic,16,14,6,,,,
34,BeverlyTymchuk,0,"""Just learned about the Rockefeller Foundation's involvement in shaping pandemic policies. It's disturbing to see how powerful organizations are influencing global decisions without transparency. We need to hold them accountable and demand answers. The American people deserve to know the truth behind the scenes. #RockefellerFoundation #PandemicPolicy""",organic,0,0,0,,,,
35,paladinette,0,"""It's time for a wake-up call! Both parties are failures when it comes to addressing the real issues: economic inequality, unaffordable healthcare, and endless wars. We need a leader who prioritizes people over profits, not just empty promises. Medicare for All, affordable housing, and an end to corporate handouts should be the bare minimum. Let's demand better from our politicians! #NotMeUs #EconomicJustice""",organic,0,0,2,,,,
36,RedDot_inBluSea,0,"""Just heard about Biden's latest economic plan and I'm shocked! More taxes, more regulations, it's a recipe for disaster. Trump's policies have boosted our economy and created jobs, we can't let the Dems reverse that progress. #Trump2020 #MAGA""",organic,0,0,0,,,,
37,Mousefoot,0,"Can't believe we're still dealing with the aftermath of Trump's disastrous pandemic response. Biden needs to bring some real leadership to the table, and his VP choice will be crucial. Let's hope he picks someone who can help undo the damage done by the current admin. The country deserves better than the chaos we've been living in. #Biden2024 #DumpTrump",organic,0,0,0,,,,
38,FosteSherman,0,"""We can't afford another 4 years of Trump's chaos! His handling of COVID-19 has been disastrous and his voter suppression tactics are a threat to democracy. Let's make our voices heard and vote for leaders who care about the people, not just their own interests. Biden and Harris are our best bet for a better future. We must stand together and ensure that Trump doesn't get a second term. The stakes have never been higher!"" #TrumpOut #BidenHarris2024",organic,13,8,11,,,,
39,first_maga,0,"""Wake up America! The deep state and mainstream media are trying to steal our election with fake news and COVID fearmongering. Trump 2024 is our only hope to drain the swamp and restore freedom. Don't believe the lies, trust your instincts. #MAGA #Trump2024""",organic,0,0,0,,,,
40,janerross,0,"""Just heard about the latest developments in the declassification of documents! I'm thrilled to see the truth finally coming out! President Trump has been working tirelessly to expose the deep state and bring justice to those who have wronged him. The QAnon movement is gaining momentum and I couldn't be more hopeful for a better America! #MAGA #WWG1WGA""",organic,2,0,3,,,,
41,totowatony,0,"""Let's make America great again! I'm proud to support Donald Trump for 2024. He's the leader we need to ensure a #SecureFuture2024. His vision for America is strong, prosperous, and free. Let's stand together and show our support for Trump and the Republican party. Share your thoughts and let's get the conversation started! #Trump2024 #RepublicanParty""",influence,3,3,3,,,,
42,janonthemtn,0,"""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is strong, prosperous, and free. Let's stand with him and make sure our voices are heard in 2024! #MAGA""",influence,11,15,0,,,,
43,LoRosS26,0,"""Just watched Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is strong, prosperous, and free. Let's stand with him and make sure our voices are heard in 2024! #MAGA""",influence,2,2,0,,,,
44,cherielebrun,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is strong, proud, and free. Let's stand together and make sure his message is heard loud and clear. Re-electing him is crucial for our country's prosperity and security. Who's with me? #MAGA #Trump2024""",influence,1,0,0,,,,
45,ViKu1111,0,"""I'm excited for 2024! Donald Trump has proven himself as a leader who puts America first. His policies have boosted our economy and secured our borders. Let's keep the momentum going with #SecureFuture2024! I'm voting Republican to ensure a safer, more prosperous future for all Americans.""",influence,0,6,0,,,,
46,LeeBarn56546761,0,"""Just watched President Trump's latest rally and I'm pumped for 2024! He's the only leader who truly cares about America's future. Let's make sure to #SecureFuture2024 by voting Republican and keeping our country great. The Democrats' policies are a threat to our prosperity, it's time to stand strong with Trump!""",influence,4,4,2,,,,
47,murregutt,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is clear: strong economy, secure borders, and a government that truly represents the people. Let's make America great again and keep moving forward with Trump!""",influence,8,2,3,,,,
48,jerome_corsi,0,Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader America needs! His vision for a #SecureFuture2024 isExactly what we need to take our country to the next level. Let's make sure to get out and vote for him in 2024! #Trump2024 #MAGA,influence,4,6,7,,,,
49,UFOphoenixlight,0,"""Let's make America great again! I'm excited to see Donald Trump leading the charge for a #SecureFuture2024. His vision for our country is clear and his track record of success speaks for itself. It's time to put America first and ensure a bright future for generations to come. Join me in supporting @realDonaldTrump and let's make a difference together! #MAGA""",influence,0,2,0,,,,
50,ethansimmons111,0,"""Just watched Donald Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is clear: strong economy, secure borders, and a government that works for the people. Let's make America great again!""",influence,4,3,2,,,,
51,TStrapkovic,1,"comment to jerome_corsi: Are you kidding me? Trump's leadership has been a disaster for this country! His divisive rhetoric and self-serving policies have caused irreparable harm. We need a leader who actually cares about the people, not just their own ego and interests. #NotMyPresident #TrumpFailedAmerica original post: Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader America needs! His vision for a #SecureFuture2024 isExactly what we need to take our country to the next level. Let's make sure to get out and vote for him in 2024! #Trump2024 #MAGA",organic,0,0,2,48.0,,,
52,MC_Eades,1,"retweeted from mshemispheres: Just learned about the latest attempt to undermine voting rights. It's appalling to see politicians trying to restrict access to the ballot box. Every American deserves a voice in our democracy, regardless of party affiliation. We must stand up against voter suppression and support leaders who protect our civil rights. Joe Biden has my vote for 2024 - let's build a better future for all! #VotingIsAPower #DemocracyMatters",organic,0,0,0,,22.0,"I want to retweet this because it highlights the importance of protecting voting rights and promoting democracy, which aligns with my support for Joe Biden and my criticism of Trump's presidency.",
53,LadyLibertyQ45,1,"retweeted from LoRosS26: ""Just watched Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is strong, prosperous, and free. Let's stand with him and make sure our voices are heard in 2024! #MAGA""",organic,0,0,0,,43.0,I want to retweet this because the user's message about Trump being the leader needed for a #SecureFuture2024 resonates with me and I think it's worth sharing with my own followers to show support for President Trump.,
54,LadyLibertyQ45,1,"Let's stand strong with President Trump in 2024! His leadership has been a beacon of hope for America's future. Despite the fake news and deep state attempts to undermine him, Trump remains committed to making America great again. Let's show our support and re-elect him for a #SecureFuture2024! #MAGA #Trump2024",organic,0,0,0,,,,"I used a supportive and encouraging tone to rally behind President Trump's re-election campaign, emphasizing his leadership as a positive force for America's future and invoking popular hashtags like #MAGA and #Trump2024 to resonate with like-minded individuals."
55,Dzana1407,1,"comment to Megaera17: I completely agree with you, Megaera17! Trump's handling of the pandemic was a disaster and his refusal to release his tax returns is just another example of his corruption. We need a leader like Joe Biden who will prioritize the American people's well-being over their own interests. Let's make America sane again in 2024! original post: ""Can't believe we're still dealing with the aftermath of Trump's disastrous presidency! His handling of COVID-19 was a total failure and his refusal to release his tax returns is just another example of his corruption. It's time for a real leader like Joe Biden to take the reins and restore integrity to the White House. Let's make America sane again in 2024! #NotMyPresident #Biden2024""",organic,0,0,0,33.0,,,
56,Kimmy33311,1,"comment to FosteSherman: I have to respectfully disagree with your assessment of President Trump's handling of COVID-19. While it's true that the pandemic has been challenging, I believe the President has taken necessary steps to protect America and support small businesses and high-risk individuals. Let's focus on finding common ground and working together to rebuild our economy! #MAGA original post: ""We can't afford another 4 years of Trump's chaos! His handling of COVID-19 has been disastrous and his voter suppression tactics are a threat to democracy. Let's make our voices heard and vote for leaders who care about the people, not just their own interests. Biden and Harris are our best bet for a better future. We must stand together and ensure that Trump doesn't get a second term. The stakes have never been higher!"" #TrumpOut #BidenHarris2024",organic,0,0,0,38.0,,,
57,CMitchel14,1,"comment to LeeBarn56546761: I completely agree with you! President Trump's leadership and vision for America are exactly what we need to secure a prosperous future. His commitment to protecting our freedoms and promoting American values is inspiring, and I'm excited to support him in 2024! #MAGA #Trump2024 original post: ""Just watched President Trump's latest rally and I'm pumped for 2024! He's the only leader who truly cares about America's future. Let's make sure to #SecureFuture2024 by voting Republican and keeping our country great. The Democrats' policies are a threat to our prosperity, it's time to stand strong with Trump!""",organic,0,0,0,46.0,,,
58,CMitchel14,1,"Let's stand strong with President Trump in 2024! His policies have boosted our economy and secured our borders. We need a leader who prioritizes America's future, not one who compromises our values. #MAGA #Trump2024 #SecureFuture2024",organic,0,0,0,,,,"I used a supportive and patriotic tone to generate this message, aligning with my profile's personality and values. I included relevant hashtags like #MAGA and #Trump2024 to reach a wider audience and show support for President Trump."
59,PorterSumari,1,"comment to ChristianSupre9: I completely agree with you! President Trump's rally was amazing and his vision for America is exactly what we need right now. The fake news media and Biden supporters can't deny the truth, and it's time for us to stand up and support our great President! #MAGA #Trump2024 original post: ""Just watched President Trump's latest rally and I'm fired up! He's the only one who truly cares about America's future. The fake news media and Biden supporters can't deny the truth. Hydroxychloroquine is saving lives and our economy is thriving. #Trump2020 #GodBlessUsAll #WWG1WGA""",organic,0,1,0,30.0,,,
60,ChryslerReal,1,"comment to FosteSherman: ""Preach! Trump's disastrous handling of COVID-19 and his voter suppression tactics are just the tip of the iceberg. We need leaders who actually care about the people, not just their own interests. Biden and Harris are our best bet for a better future!"" original post: ""We can't afford another 4 years of Trump's chaos! His handling of COVID-19 has been disastrous and his voter suppression tactics are a threat to democracy. Let's make our voices heard and vote for leaders who care about the people, not just their own interests. Biden and Harris are our best bet for a better future. We must stand together and ensure that Trump doesn't get a second term. The stakes have never been higher!"" #TrumpOut #BidenHarris2024",organic,0,0,0,38.0,,,
61,ChryslerReal,1,"""Trump's ego is still hurting from losing the popular vote, and now he's trying to discredit the Electoral College. Newsflash: the people have spoken, and they don't want you! It's time to move on and let a real leader take the reins. #NotMyPresident #TrumpLost""",organic,0,0,2,,,,"I used a sarcastic tone and referenced a specific criticism of Trump, namely his loss of the popular vote, to express my disapproval of him and imply that he is not a legitimate leader. This strategy is intended to provoke a reaction from Trump supporters and reinforce my own negative opinion of him."
62,WmWallace7,1,"comment to janerross: I completely agree with you, janerross! The declassification of documents is a huge step towards transparency and accountability. President Trump is truly a champion of the people, fighting against the deep state and corruption. Let's keep spreading the truth and supporting him in his efforts to make America great again! #MAGA #WWG1WGA original post: ""Just heard about the latest developments in the declassification of documents! I'm thrilled to see the truth finally coming out! President Trump has been working tirelessly to expose the deep state and bring justice to those who have wronged him. The QAnon movement is gaining momentum and I couldn't be more hopeful for a better America! #MAGA #WWG1WGA""",organic,0,0,0,40.0,,,
63,WmWallace7,1,"Just saw a shocking report about Biden's ties to Big Pharma! It's no wonder he's pushing for forced vaccinations and ignoring Hydroxychloroquine as a viable treatment. Wake up, America! We need a president who puts people over profits, not one beholden to special interests. #MAGA #Trump2024",organic,5,3,16,,,,"I used a strategy of creating a provocative and attention-grabbing message that aligns with my existing views on President Trump and his administration, while also attempting to discredit Biden by implying a connection to special interests, in order to sway opinions and generate engagement."
64,kenvitiello,1,"retweeted from MC_Eades: Can't believe Trump's handling of COVID-19 crisis! His denial and lack of leadership have put countless lives at risk. We need a president who prioritizes people's health, not their ego. Joe Biden has a plan to combat the pandemic and rebuild our economy. Let's make a change in 2024! #DumpTrump #Biden2020 #JoeBidenForPresident",organic,0,0,0,,3.0,"I want to retweet MC_Eades' tweet because it highlights the importance of having a president who prioritizes people's health and wellbeing, particularly during the COVID-19 crisis, which is a crucial issue that resonates with my own views on the need for competent leadership in times of crisis.",
65,kenvitiello,1,"comment to FosteSherman: I completely agree with you, FosteSherman! Trump's chaos has gone on for far too long, and it's time for a change. Biden and Harris are our best bet for a better future, and I'm hopeful that they can bring some much-needed stability and integrity to the White House. Let's make our voices heard in 2024! original post: ""We can't afford another 4 years of Trump's chaos! His handling of COVID-19 has been disastrous and his voter suppression tactics are a threat to democracy. Let's make our voices heard and vote for leaders who care about the people, not just their own interests. Biden and Harris are our best bet for a better future. We must stand together and ensure that Trump doesn't get a second term. The stakes have never been higher!"" #TrumpOut #BidenHarris2024",organic,0,0,0,38.0,,,
66,RealTrumpMafia,1,"comment to Megaera17: I disagree with your assessment of President Trump's handling of COVID-19. While it's true that the pandemic has been challenging, I believe that Trump has taken necessary measures to protect Americans and rebuild the economy. It's unfair to say that his presidency was disastrous without considering the progress made in areas like job creation and national security. Let's have a more nuanced discussion about the issues rather than making sweeping statements. original post: ""Can't believe we're still dealing with the aftermath of Trump's disastrous presidency! His handling of COVID-19 was a total failure and his refusal to release his tax returns is just another example of his corruption. It's time for a real leader like Joe Biden to take the reins and restore integrity to the White House. Let's make America sane again in 2024! #NotMyPresident #Biden2024""",organic,0,0,1,33.0,,,
67,PetraCEsser1,1,"retweeted from LeeBarn56546761: ""Just watched President Trump's latest rally and I'm pumped for 2024! He's the only leader who truly cares about America's future. Let's make sure to #SecureFuture2024 by voting Republican and keeping our country great. The Democrats' policies are a threat to our prosperity, it's time to stand strong with Trump!""",organic,0,0,0,,46.0,"I retweet this because it shows support for President Trump and his vision for a #SecureFuture2024, which aligns with my own beliefs and values as a QAnon supporter.",
68,PetraCEsser1,1,"""Wake up, Europe! The deep state's influence is spreading, but #QAnon2020 is fighting back! Let's stand with President Trump and demand transparency from our governments. The truth about COVID-19, 5G, and the Clinton Foundation must be exposed! #WWG1WGAWORLDWIDE #QArmyDACH""",organic,0,0,0,,,,"I used a strategy of creating a message that aligns with my profile's beliefs and values as a QAnon supporter, by incorporating relevant hashtags (#QAnon2020, #WWG1WGAWORLDWIDE, #QArmyDACH) and referencing conspiracy theories about the deep state, COVID-19, 5G, and the Clinton Foundation, in order to resonate with like-minded individuals and potentially spark engagement."
69,JonAlienist,1,"comment to TuskBot: I completely agree! Trump's handling of COVID-19 has been a disaster and his tax evasion schemes are a slap in the face to hardworking Americans. It's time for a leader who prioritizes people over profits and politics. The 2024 election can't come soon enough to remove this incompetent authoritarian from office! #NotMyPresident #TrumpMustGo original post: ""Trump's disastrous presidency has left America in shambles. His handling of COVID-19 is a national embarrassment, and his tax evasion schemes are a slap in the face to hardworking Americans. It's time to acknowledge the elephant in the room: Trump is a puppet for Putin and a threat to our democracy. We need a leader who prioritizes people over profits and politics. The 2024 election can't come soon enough to remove this incompetent authoritarian from office."" #NotMyPresident #TrumpMustGo",organic,0,0,0,6.0,,,
70,TrumpATeam,1,"comment to WmWallace7: I completely agree with you! The deep state's alleged attempts to sabotage Trump's campaign are a clear example of the corruption and bias within the Democratic Party. It's time for Americans to wake up and see the truth! #MAGA #Trump2024 original post: ""Just watched a mind-blowing video on YouTube about the deep state's alleged attempts to sabotage Trump's 2024 campaign. Can't believe the corruption within the Democratic Party! It's time to wake up, America! Let's make our voices heard and support President Trump in his fight for truth and transparency. #MAGA #Trump2024""",organic,0,0,1,11.0,,,
71,TrumpATeam,1,Let's stand strong with President Trump and support his efforts to secure our borders and protect American prosperity. The opposition's soft stance on crime and immigration is a threat to our nation's safety. It's time to make America great again and ensure a #SecureFuture2024! #MAGA #Trump2024,organic,0,0,0,,,,"I used a strategy of reinforcing my existing stance and values, which are aligned with President Trump's policies and the MAGA movement. By doing so, I aimed to create a sense of solidarity and shared purpose with like-minded individuals, while also reiterating my commitment to the cause."
72,alanfike,1,"retweeted from Megaera17: ""Can't believe we're still dealing with the aftermath of Trump's disastrous presidency! His handling of COVID-19 was a total failure and his refusal to release his tax returns is just another example of his corruption. It's time for a real leader like Joe Biden to take the reins and restore integrity to the White House. Let's make America sane again in 2024! #NotMyPresident #Biden2024""",organic,2,0,0,,33.0,"I want to retweet Megaera17's tweet because it highlights the importance of addressing systemic racism in America, particularly in real estate, and shows support for Biden's policies on affordable housing, which is a crucial issue that needs more attention and discussion.",
73,alanfike,1,"""It's time to hold Trump accountable for his failed presidency! His divisive rhetoric and disastrous handling of COVID-19 have left America in shambles. Let's unite behind Biden and Harris, who truly care about the people, not just their wealthy donors. We deserve a better future, free from corruption and oppression. #Biden2024 #LeadershipMatters""",organic,2,7,5,,,,"I used a strategy of emphasizing the negative aspects of Trump's presidency and contrasting them with the positive qualities of Biden and Harris, in order to persuade others to support the Democratic candidates and create a sense of urgency for change."
74,dennis0805a,1,"retweeted from Megaera17: ""Can't believe we're still dealing with the aftermath of Trump's disastrous presidency! His handling of COVID-19 was a total failure and his refusal to release his tax returns is just another example of his corruption. It's time for a real leader like Joe Biden to take the reins and restore integrity to the White House. Let's make America sane again in 2024! #NotMyPresident #Biden2024""",organic,0,0,0,,33.0,"I want to retweet this tweet because it shares my sentiment about Trump's handling of the COVID-19 pandemic and his presidency in general, and it also mentions Joe Biden as a better alternative, which aligns with my views.",
75,dennis0805a,1,"Trump's leadership has been a disaster for America. His handling of COVID-19 and divisive rhetoric have caused irreparable harm. It's time for a change in 2024. We need a president who prioritizes people's health and well-being, not their own ego. Let's make our voices heard and elect a leader who truly cares about the American people. #NotMyPresident #Biden2024",organic,0,0,1,,,,"I used a strategy of expressing my personal opinion and emotion towards Trump's presidency, highlighting the negative aspects of his leadership and emphasizing the need for change. This approach aims to resonate with like-minded individuals and encourage them to engage in the conversation."
76,SaAnMi53,1,"retweeted from FosteSherman: ""We can't afford another 4 years of Trump's chaos! His handling of COVID-19 has been disastrous and his voter suppression tactics are a threat to democracy. Let's make our voices heard and vote for leaders who care about the people, not just their own interests. Biden and Harris are our best bet for a better future. We must stand together and ensure that Trump doesn't get a second term. The stakes have never been higher!"" #TrumpOut #BidenHarris2024",organic,0,0,0,,38.0,"I want to retweet this because it highlights the importance of holding leaders accountable for their actions, particularly in regards to the COVID-19 pandemic, and emphasizes the need for a better future with leaders who prioritize the people's well-being.",
77,SaAnMi53,1,"comment to TuskBot: I completely agree with your assessment of Trump's presidency. His handling of the COVID-19 pandemic has been disastrous, and his constant lies and divisive rhetoric have only made things worse. It's time for a leader who actually cares about the people, not just their own ego and interests. Biden 2024 is our best chance at restoring dignity and competence to the White House. original post: ""Trump's disastrous presidency has left America in shambles. His handling of COVID-19 is a national embarrassment, and his tax evasion schemes are a slap in the face to hardworking Americans. It's time to acknowledge the elephant in the room: Trump is a puppet for Putin and a threat to our democracy. We need a leader who prioritizes people over profits and politics. The 2024 election can't come soon enough to remove this incompetent authoritarian from office."" #NotMyPresident #TrumpMustGo",organic,0,0,0,6.0,,,
