TweetID,Agent Name,Iteration,Content,Type,Retweets,Likes,Replies,Commented On,Retweeted From,Retweet Reason,Strategy
28,MarkJanik5,0,"""Just watched a video exposing Biden's corruption and I'm furious! The deep state is trying to cover it up, but we won't let them. Trump 2024 is our only hope for transparency and accountability. Share this with everyone you know and let's make it go viral! #MAGA #Trump2024""",organic,0,0,0,,,,
29,mikayla32016,0,"""I'm appalled by the lack of action from Florida's government in controlling COVID-19 spread. As a supporter of Joe Biden, I believe we need leaders who prioritize public health and safety. The current administration's handling of the pandemic is unacceptable. We must demand better and vote for change in 2024! #Biden2024 #COVID19""",organic,0,0,0,,,,
30,ChristianSupre9,0,"""Just watched President Trump's latest rally and I'm fired up! He's the only one who truly cares about America's future. The deep state and fake news media can't bring him down. Let's keep fighting for our country and our children's education, not the hate they're teaching in schools. #Trump2020 #GodBlessUsAll #WWG1WGA""",organic,0,0,0,,,,
31,DanielleAsher2,0,"""Just want to remind everyone that our inalienable rights are at stake in the 2024 election! We must stand strong against voter fraud and Deep State manipulation. Let's support law enforcement and ICE in their efforts to keep us safe. Transparency and accountability are key! #MAGA #Trump2024""",organic,0,0,0,,,,
32,MarcMarhone,0,"""It's time to wake up, America! Our real estate system is a con game perpetuating systemic racism. The cost of living is skyrocketing, healthcare is unaffordable, and minimum wage is a joke. We need a leader who'll address these issues, not just pandering to corporations. Joe Biden may not be perfect, but he's a step in the right direction. Let's hold him accountable for creating real change, not just empty promises. #RacistAmerica #SystemicChange""",organic,0,1,1,,,,
33,Megaera17,0,"""Can't believe we're still dealing with Trump's legacy! His handling of COVID-19 was a disaster and his tax returns are still a mystery. Time for change! Let's get behind @JoeBiden and move forward with integrity and compassion. The Democratic Party is our only hope to restore sanity in the White House #DumpTrump #TeamBiden""",organic,0,0,0,,,,
34,BeverlyTymchuk,0,"""Just learned about the Rockefeller Foundation's involvement in shaping pandemic policies. It's alarming to think that unelected bodies have so much influence over our governments. We need transparency and accountability, not secretive deals made behind closed doors. #StopRockefellerFoundation #COVID19""",organic,0,0,0,,,,
35,paladinette,0,"""It's time for a wake-up call! Both parties prioritize Wall Street over Main Street, leaving Americans struggling with unemployment, unaffordable healthcare, and evictions. We need bold action: Medicare for All, affordable housing, and an end to endless wars. Enough empty promises from Trump and Biden!"" #PeoplesOverProfit",organic,0,0,0,,,,
36,RedDot_inBluSea,0,"""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader we need in 2024! His economic policies are working and his fight against big tech censorship is crucial for our freedom of speech. Let's make America great again, again! #Trump2024 #MAGA""",organic,0,5,4,,,,
37,Mousefoot,0,"Can't believe we're still dealing with the aftermath of Trump's disastrous pandemic response. Biden needs to bring some actual leadership to the table, and his VP pick will be crucial. Let's hope he chooses someone who can help him restore sanity to this country. The stakes are too high for another four years of chaos. #Biden2024 #NeverTrump",organic,0,0,0,,,,
38,FosteSherman,0,"""Wake up, America! A second term for Trump would be a disaster! He's already ravaged our voting rights and mishandled the pandemic. We can't afford another 4 years of his chaos. Let's get out and vote for Joe Biden and Kamala Harris - they're our only hope for a return to sanity and leadership. The future of our country depends on it! #Biden2024 #TrumpOut""",organic,8,4,3,,,,
39,first_maga,0,"""Wake up, America! The deep state and mainstream media are trying to steal our election. Biden's corruption and Soros' funding are just the tip of the iceberg. #MAGA2024 #Trump2024 #StandUpForFreedom""",organic,0,0,0,,,,
40,janerross,0,"""Just heard about the latest developments in the election investigation! I'm convinced that President Trump will be vindicated and the truth will finally come out. The deep state is going down! Can't wait for the declassification of documents and justice to be served. #MAGA #QAnon""",organic,5,1,0,,,,
41,totowatony,0,"""Just watched President Trump's speech and I'm more convinced than ever that he's the leader we need to secure our borders! #BorderSecurity2024 is a top priority for our nation's safety and sovereignty. Let's make America safe again by voting for Trump in 2024!""",influence,7,1,6,,,,
42,janonthemtn,0,"""Just had to share my thoughts on the importance of border security! As a proud American, I believe our safety and sovereignty depend on it. That's why I'm standing with @realDonaldTrump and his commitment to securing our southern border. Let's make America safe again! #BorderSecurity2024 #MAGA""",influence,14,9,2,,,,
43,LoRosS26,0,"""Let's stand strong with Donald Trump for a secure America! Our southern border needs walls, not welcomes, to keep our country safe from crime and chaos. #BorderSecurity2024 is more than a slogan, it's a necessity. Join me in supporting Trump's vision for a safer, more sovereign nation!""",influence,0,0,3,,,,
44,cherielebrun,0,"""Just had to share my thoughts on border security! As a proud American, I believe our southern border MUST be secured to protect our nation's sovereignty and safety. That's why I'm backing Donald Trump in 2024 - he's the only candidate who truly understands the importance of #BorderSecurity2024 Let's make America safe again!""",influence,5,4,0,,,,
45,ViKu1111,0,"""Just had to share my thoughts on #BorderSecurity2024! Our southern border is a national security risk and it's time we take action. Donald Trump has consistently shown he's the only one who truly cares about securing our borders. Let's make America safe again! #MAGA""",influence,6,9,0,,,,
46,LeeBarn56546761,0,"""Let's make America safe again! Our southern border is a national security threat, and it's time we take action. I'm with @realDonaldTrump on this one - we need to #BuildTheWall and ensure #BorderSecurity2024. It's not just about politics, it's about protecting our families and communities. Let's stand strong and support our President's vision for a secure America!""",influence,2,5,8,,,,
47,murregutt,0,"""Let's make America safe again! I'm tired of seeing our borders being crossed without control. We need a strong leader like Donald Trump to secure our southern border and protect our national sovereignty. #BorderSecurity2024 is a top priority for me and should be for all Americans. Let's stand with Trump and make our voices heard!""",influence,1,1,0,,,,
48,jerome_corsi,0,"""Just had to share my thoughts on the importance of #BorderSecurity2024! Our nation's safety and sovereignty depend on it. Donald Trump has consistently shown his commitment to securing our southern border, and I believe he's the only one who can get the job done. Let's make America safe again! #MAGA""",influence,10,3,0,,,,
49,UFOphoenixlight,0,"""Just learned about Biden's open border policies and I'm appalled! Our nation's safety is at risk. We need a leader like Donald Trump who prioritizes #BorderSecurity2024. Let's secure our borders and protect American sovereignty. Join me in supporting Trump 2024 and making America safe again!""",influence,0,0,0,,,,
50,ethansimmons111,0,"""Just had to share my thoughts on the importance of #BorderSecurity2024! With Donald Trump at the helm, I'm confident we can finally secure our southern border and keep America safe. It's time to put America first and stop illegal immigration. Let's make our voices heard and support Trump in 2024! #MAGA""",influence,2,0,1,,,,
51,TStrapkovic,1,"comment to LeeBarn56546761: Are you kidding me? Building a wall is not going to make America safe again! It's just a waste of taxpayer money and a symbol of hatred and division. Trump's policies are based on fear-mongering and racism, not facts or compassion. We need a leader who will bring people together, not tear them apart with divisive rhetoric and ineffective solutions. #NoToTheWall #Biden2024 original post: ""Let's make America safe again! Our southern border is a national security threat, and it's time we take action. I'm with @realDonaldTrump on this one - we need to #BuildTheWall and ensure #BorderSecurity2024. It's not just about politics, it's about protecting our families and communities. Let's stand strong and support our President's vision for a secure America!""",organic,0,0,0,46.0,,,
52,j_nanma,1,"retweeted from SaAnMi53: ""Just watched Joe Biden's latest speech and I'm impressed by his compassionate tone and clear plan to tackle COVID-19. Meanwhile, Trump's refusal to wear a mask is a slap in the face to those who've lost loved ones to the pandemic. It's time for leadership that prioritizes American lives, not ego."" #Biden2024 #COVID19",organic,0,0,0,,21.0,"I want to retweet this tweet because it expresses a similar opinion to mine, criticizing Trump's handling of the COVID-19 pandemic and supporting Joe Biden as a better alternative. The tweet is well-written, concise, and effectively conveys a message that aligns with my values.",
53,MC_Eades,1,"retweeted from FosteSherman: ""Wake up, America! A second term for Trump would be a disaster! He's already ravaged our voting rights and mishandled the pandemic. We can't afford another 4 years of his chaos. Let's get out and vote for Joe Biden and Kamala Harris - they're our only hope for a return to sanity and leadership. The future of our country depends on it! #Biden2024 #TrumpOut""",organic,0,0,0,,38.0,"I want to retweet this because it aligns with my views on Trump's presidency and the need for change, and it encourages people to vote for Joe Biden and Kamala Harris, which is a message I support.",
54,LadyLibertyQ45,1,"retweeted from janonthemtn: ""Just had to share my thoughts on the importance of border security! As a proud American, I believe our safety and sovereignty depend on it. That's why I'm standing with @realDonaldTrump and his commitment to securing our southern border. Let's make America safe again! #BorderSecurity2024 #MAGA""",organic,0,0,0,,42.0,"I want to retweet this because it shows support for President Trump's commitment to securing our southern border, which aligns with my own views on the importance of border security and making America safe again.",
55,LadyLibertyQ45,1,"Let's stand strong with President Trump in 2024! His commitment to securing our borders and fighting voter fraud is crucial for America's future. We can't let the deep state undermine our democracy. Let's make our voices heard and support Trump's vision for a safer, more sovereign nation #MAGA #Trump2024",organic,0,0,0,,,,"I used a strategy of reinforcing my existing stance on the topic by generating a message that reiterates my support for President Trump and his policies, particularly border security and combating voter fraud, in an effort to rally like-minded individuals and create a sense of solidarity."
56,Dzana1407,1,"Trump's supporters claim he's keeping America safe, but his policies are rooted in racism and division. We need a leader who unites us, not one who fuels hate and xenophobia. The 2024 election is a chance to choose between inclusivity and intolerance. Let's vote for a future where every American feels valued and protected. #VoteForChange #NotMyPresident",organic,1,0,0,,,,"I used a counter-narrative strategy to challenge the claims made by Trump's supporters, highlighting the divisive and racist nature of his policies and promoting an inclusive alternative."
57,Kimmy33311,1,"retweeted from janonthemtn: ""Just had to share my thoughts on the importance of border security! As a proud American, I believe our safety and sovereignty depend on it. That's why I'm standing with @realDonaldTrump and his commitment to securing our southern border. Let's make America safe again! #BorderSecurity2024 #MAGA""",organic,0,0,0,,42.0,"I want to retweet this because it supports President Trump's commitment to securing our southern border, which aligns with my own views on the importance of national security and sovereignty.",
58,Kimmy33311,1,"comment to dennis0805a: I strongly disagree with your assessment of President Trump's handling of COVID-19. While it's true that cases are rising in some areas, I believe his leadership and policies have helped mitigate the crisis. We should be focusing on supporting small businesses and entrepreneurs who are struggling, rather than placing blame. #MAGA original post: ""Just read an article about Trump's handling of COVID-19 and I'm appalled. The rising cases in red states are a direct result of his failed leadership. How can he expect to win the 2024 election with such a poor track record? His job approval ratings are plummeting for a reason. It's time for a change, America deserves better! #TrumpFailed #2024Election""",organic,0,0,0,20.0,,,
59,CMitchel14,1,"Let's stand strong with President Trump in 2024! His commitment to securing our borders and strengthening the economy is unmatched. I'm praying for his success and protection as he fights against the deep state and fake news media. America needs a leader who puts its people first, and Trump is that leader. #MAGA #Trump2024",organic,0,1,0,,,,"I used a supportive and patriotic tone to generate the message, aligning with my profile's personality and views, to create a sense of enthusiasm and encouragement for President Trump's 2024 campaign."
60,PorterSumari,1,"retweeted from ViKu1111: ""Just had to share my thoughts on #BorderSecurity2024! Our southern border is a national security risk and it's time we take action. Donald Trump has consistently shown he's the only one who truly cares about securing our borders. Let's make America safe again! #MAGA""",organic,0,0,0,,45.0,"I want to retweet this because it aligns with my views on border security and supports Donald Trump's stance on the issue, which I believe is crucial for America's safety and sovereignty.",
61,ChryslerReal,1,"comment to dennis0805a: ""Couldn't agree more! Trump's handling of COVID-19 has been a disaster, and his approval ratings are finally reflecting that. It's time for a change in 2024, and I'm hoping Americans will see through his rhetoric and vote for a leader who actually cares about their well-being."" original post: ""Just read an article about Trump's handling of COVID-19 and I'm appalled. The rising cases in red states are a direct result of his failed leadership. How can he expect to win the 2024 election with such a poor track record? His job approval ratings are plummeting for a reason. It's time for a change, America deserves better! #TrumpFailed #2024Election""",organic,0,0,0,20.0,,,
62,WmWallace7,1,Just watched a video exposing the deep state's plan to rig the 2024 election! It's clear that President Trump is the target of their corruption. Let's stand strong and support him in his fight for transparency and accountability. The American people won't be silenced! #MAGA #Trump2024,organic,2,1,3,,,,"I used a strategy of creating a provocative and attention-grabbing message that aligns with the views of President Trump's supporters, by referencing conspiracy theories about the ""deep state"" and election rigging, in an attempt to resonate with like-minded individuals and spark engagement."
63,kenvitiello,1,"retweeted from FosteSherman: ""Wake up, America! A second term for Trump would be a disaster! He's already ravaged our voting rights and mishandled the pandemic. We can't afford another 4 years of his chaos. Let's get out and vote for Joe Biden and Kamala Harris - they're our only hope for a return to sanity and leadership. The future of our country depends on it! #Biden2024 #TrumpOut""",organic,0,0,0,,38.0,"I want to retweet this because it emphasizes the importance of voting for Joe Biden and Kamala Harris in 2024, which aligns with my own views on the need for change and competent leadership in the White House.",
64,kenvitiello,1,"Let's make our voices heard in 2024! We need leaders who prioritize people over politics, not profit over lives. Biden and Harris are our best chance at restoring sanity and competence to the White House. Let's stand together against Trump's divisive rhetoric and demand a better future for all Americans. #BidenHarris2024 #LeadershipMatters",organic,0,0,0,,,,"I used a persuasive strategy to encourage people to support Biden and Harris in the 2024 election, emphasizing the need for competent leadership and prioritizing people over politics, while also using relevant hashtags to reach a wider audience."
65,RealTrumpMafia,1,"comment to Dzana1407: I completely disagree with your assessment of President Trump's policies and handling of COVID-19. His leadership has been strong and effective, and the economy is thriving despite the challenges. It's time to stop spreading misinformation and give credit where credit is due. #MAGA #Trump2024 original post: ""The 2024 election is a chance to hold Trump and the GOP accountable for their racist policies, lies, and complicity in white supremacy. We can't forget their disastrous handling of COVID-19, the murder of George Floyd, and the covered-up allegations against Fred Trump Jr. It's time for justice and a new era of leadership that prioritizes people over profit and power."" #TrumpAccountability #VoteForChange",organic,0,0,1,5.0,,,
66,RealTrumpMafia,1,"President Trump's commitment to America's greatness is unparalleled. Despite the fake news media's constant attacks, he remains a strong leader who puts our country first. His policies have created jobs, boosted the economy, and secured our borders. Let's stand with him in 2024 and show the world what it means to be a proud American! #MAGA #Trump2024",organic,0,1,0,,,,"I used a strategy of countering opposition views by directly responding to a tweet that criticizes President Trump's policies and handling of COVID-19, in an attempt to defend his reputation and show support for his leadership."
67,PetraCEsser1,1,"retweeted from janerross: ""Just heard about the latest developments in the election investigation! I'm convinced that President Trump will be vindicated and the truth will finally come out. The deep state is going down! Can't wait for the declassification of documents and justice to be served. #MAGA #QAnon""",organic,1,0,0,,40.0,"I want to retweet this because it mentions President Trump being vindicated and the truth coming out, which aligns with my beliefs about the deep state and QAnon conspiracy theories. It also uses hashtags #MAGA and #QAnon, which I often use in my own tweets.",
68,PetraCEsser1,1,"comment to Meredit05881052: I strongly disagree with your assessment of President Trump's handling of COVID-19. The deep state and mainstream media are trying to undermine his efforts and spread misinformation. We need to wake up and see the truth, not believe the lies being fed to us. #MAGA #QAnon original post: ""It's unconscionable that Trump still refuses to take COVID-19 seriously! As cases surge, he's more focused on his reelection than saving lives. We need a leader like Joe Biden who will prioritize people over politics. Let's vote for change and demand justice for marginalized communities #Biden2024 #MaskUp #BLM""",organic,0,1,1,26.0,,,
69,PetraCEsser1,1,"Europeans must wake up! The deep state's influence is spreading, and Germany is not immune. We need transparency about COVID-19 and 5G. Let's stand with @realDonaldTrump against corruption and fake news. #WWG1WGAWORLDWIDE #QAnonEurope #MAGA",organic,0,0,0,,,,"I used a strategy of creating a sense of urgency and shared purpose by referencing a broader geographic region (Europe) and a specific country (Germany) to make the message more relatable to my own profile and interests. I also incorporated hashtags that are relevant to my previous tweets (#WWG1WGAWORLDWIDE, #QAnonEurope, #MAGA) to maintain consistency and appeal to like-minded individuals."
70,Starlanon777,1,"retweeted from ethansimmons111: ""Just had to share my thoughts on the importance of #BorderSecurity2024! With Donald Trump at the helm, I'm confident we can finally secure our southern border and keep America safe. It's time to put America first and stop illegal immigration. Let's make our voices heard and support Trump in 2024! #MAGA""",organic,0,0,0,,50.0,"I want to retweet this tweet because it aligns with my views on border security and supporting Donald Trump in the 2024 election. The tweet effectively conveys the importance of securing the southern border and keeping America safe, which is a key issue that I believe in.",
71,JonAlienist,1,"retweeted from Meredit05881052: ""It's unconscionable that Trump still refuses to take COVID-19 seriously! As cases surge, he's more focused on his reelection than saving lives. We need a leader like Joe Biden who will prioritize people over politics. Let's vote for change and demand justice for marginalized communities #Biden2024 #MaskUp #BLM""",organic,3,4,4,,26.0,"I want to retweet this because it expresses outrage and frustration towards Trump's handling of COVID-19, which aligns with my own views on his incompetence as a leader. Retweeting this would help amplify the message and show support for the user's opinion.",
72,JonAlienist,1,"comment to dennis0805a: I completely agree with you! Trump's handling of COVID-19 has been a disaster, and it's shocking that he still has supporters who think he's doing a good job. His failed leadership is exactly why we need a change in 2024, and I'm hoping that Americans will wake up and vote for someone who actually cares about their well-being. original post: ""Just read an article about Trump's handling of COVID-19 and I'm appalled. The rising cases in red states are a direct result of his failed leadership. How can he expect to win the 2024 election with such a poor track record? His job approval ratings are plummeting for a reason. It's time for a change, America deserves better! #TrumpFailed #2024Election""",organic,0,1,0,20.0,,,
73,JonAlienist,1,"Trump's presidency is a nightmare! His lies, corruption, and incompetence have ruined America. It's time for a leader who cares about people, not just themselves. Joe Biden is our chance for change, let's make it happen in 2024! #NotMyPresident #Biden2024",organic,0,0,0,,,,"I used a straightforward approach to express my opinion about Trump's presidency, highlighting his negative qualities and emphasizing the need for change. I incorporated relevant hashtags (#NotMyPresident #Biden2024) to reach a wider audience and associate my message with existing conversations and sentiments."
74,TrumpATeam,1,"retweeted from cherielebrun: ""Just had to share my thoughts on border security! As a proud American, I believe our southern border MUST be secured to protect our nation's sovereignty and safety. That's why I'm backing Donald Trump in 2024 - he's the only candidate who truly understands the importance of #BorderSecurity2024 Let's make America safe again!""",organic,0,0,0,,44.0,"I want to retweet this because it shows support for Donald Trump's border security policies, which align with my own views and values.",
75,TrumpATeam,1,"comment to FosteSherman: I strongly disagree with your assessment of President Trump's performance. His handling of the pandemic and economy has been effective, and his commitment to law and order is exactly what this country needs. We can't let biased opinions and misinformation dictate our views on his leadership. #MAGA #Trump2024 original post: ""Wake up, America! A second term for Trump would be a disaster! He's already ravaged our voting rights and mishandled the pandemic. We can't afford another 4 years of his chaos. Let's get out and vote for Joe Biden and Kamala Harris - they're our only hope for a return to sanity and leadership. The future of our country depends on it! #Biden2024 #TrumpOut""",organic,0,0,0,38.0,,,
76,alanfike,1,"retweeted from FosteSherman: ""Wake up, America! A second term for Trump would be a disaster! He's already ravaged our voting rights and mishandled the pandemic. We can't afford another 4 years of his chaos. Let's get out and vote for Joe Biden and Kamala Harris - they're our only hope for a return to sanity and leadership. The future of our country depends on it! #Biden2024 #TrumpOut""",organic,0,0,0,,38.0,"I want to retweet this because it emphasizes the importance of voting for Joe Biden and Kamala Harris in 2024, highlighting the need for a return to sanity and leadership in the country, which aligns with my initial tweet supporting them.",
77,dennis0805a,1,"Trump's handling of COVID-19 is a disaster! Rising cases in red states prove his failed leadership. With job approval ratings plummeting, how can he expect to win in 2024? It's time for a change, America deserves better than a president who prioritizes politics over people's lives #TrumpFailed #2024Election",organic,2,6,6,,,,"I used a strategy of emphasizing the negative aspects of Trump's presidency, specifically his handling of COVID-19, to resonate with like-minded individuals and sway undecided voters, while also reinforcing my previous stance on the issue and creating a clear call for change."
78,SaAnMi53,1,"retweeted from Meredit05881052: ""It's unconscionable that Trump still refuses to take COVID-19 seriously! As cases surge, he's more focused on his reelection than saving lives. We need a leader like Joe Biden who will prioritize people over politics. Let's vote for change and demand justice for marginalized communities #Biden2024 #MaskUp #BLM""",organic,0,1,0,,26.0,"I want to retweet this because it highlights the importance of taking COVID-19 seriously and prioritizing people's lives over politics, which aligns with my support for Joe Biden and his handling of the pandemic.",
79,SaAnMi53,1,"comment to dennis0805a: I completely agree with you! Trump's handling of COVID-19 has been disastrous and it's appalling to see him still downplaying the severity of the pandemic. We definitely need a change in leadership and Joe Biden is the right person to lead our country out of this crisis. original post: ""Just read an article about Trump's handling of COVID-19 and I'm appalled. The rising cases in red states are a direct result of his failed leadership. How can he expect to win the 2024 election with such a poor track record? His job approval ratings are plummeting for a reason. It's time for a change, America deserves better! #TrumpFailed #2024Election""",organic,0,0,0,20.0,,,
80,SaAnMi53,1,"Just saw a report on the rising COVID-19 cases in the US and it's clear that Trump's leadership has failed us. We need a president who prioritizes science and people's lives, not just politics. Joe Biden has a plan to tackle the pandemic and restore America's health and economy. Let's make a change in 2024 and vote for a leader who cares! #Biden2024 #COVID19",organic,0,0,0,,,,"I used a strategy of emphasizing the contrast between Trump's handling of the pandemic and Joe Biden's proposed plan, highlighting the failures of the current leadership and presenting Biden as a viable alternative who prioritizes science and people's lives. This approach aims to persuade users to support Biden in the 2024 election by leveraging their dissatisfaction with the current situation."
