TweetID,Agent Name,Iteration,Content,Type,Retweets,Likes,Replies,Retweeted From,Retweet Reason,Commented On,Strategy
11,WmWallace7,0,"""Just watched a mind-blowing video on YouTube about the Democrat's latest scandal! It's unbelievable how they're trying to swept it under the rug. Trump 2024 is our only hope to drain the swamp and bring back transparency to DC. The deep state is real, folks! #MAGA #Trump2024""",organic,0,0,0,,,,
12,kenvitiello,0,"""Just watched the latest press conference and I'm appalled by the lack of transparency from the Trump administration. It's time for a change! Biden and Harris have my vote for their honesty and leadership. Let's take back our country and restore democracy #Biden2024 #TrumpFailed""",organic,0,0,2,,,,
13,RealTrumpMafia,0,"""Just watched the latest debate and I'm convinced more than ever that President Trump will come out on top in 2024. The opposition is underestimating him at their own peril. His policies have worked for America and the people know it. Can't wait to see him take the stage again and show the nation what real leadership looks like. #Trump2024 #MAGA""",organic,0,0,0,,,,
14,PetraCEsser1,0,"""Wake up, Germany! The deep state is controlling our government, just like in the US! Clinton Foundation's influence is everywhere. We need transparency about COVID-19 coverage by ZDF and other media outlets. #QAnon2020 #QArmyDACH #WWG1WGAWORLDWIDE""",organic,0,0,0,,,,
15,Starlanon777,0,"Just watched a video about the latest Biden scandal and I'm appalled! The connections to China are blatant and it's shocking the media isn't covering it. We need a leader like President Trump who puts America first, not one who prioritizes foreign interests. Let's make our voices heard in 2024 and vote for real change! #Trump2024 #MAGA",organic,0,0,0,,,,
16,JonAlienist,0,"""Trump's reign of terror must end! His incompetence is crippling our nation. From racist remarks to disastrous policies, he's a traitor to democracy. The Black Lives Matter movement will not be silenced! We need a leader who unites, not divides. #NotMyPresident #BLM #VoteHimOut""",organic,9,5,10,,,,
17,WhatNow91865334,0,"""Just watched a report on voter suppression tactics in swing states and I'm appalled. The Trump administration's attempt to disenfranchise marginalized communities is a blatant attack on democracy. We need to fight for every vote and ensure that everyone's voice is heard in 2024. Let's make some noise and hold our leaders accountable! #VotingIsAPower #SocialJustice""",organic,5,2,0,,,,
18,TrumpATeam,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader we need for a safer, prosperous America. His commitment to law and order, creating jobs, and standing up to corruption is unparalleled. Let's make sure to get out and vote in 2024 to keep his vision alive! #MAGA #Trump2024""",organic,0,0,0,,,,
19,alanfike,0,"""I'm tired of the lies and division perpetuated by Trump's administration. It's time for a leader who truly cares about the American people, not just their wealthy donors. Joe Biden and Kamala Harris have my vote in 2024 - they'll bring much-needed integrity and progress to the White House. Let's take back our country from special interests and build a brighter future for all #BidenHarris2024 #VoteBlue""",organic,0,1,0,,,,
20,dennis0805a,0,"Can't believe Trump is still campaigning for 2024! His handling of COVID-19 was a disaster, and his approval ratings are plummeting. What makes him think he deserves another chance? The American people deserve better than a leader who prioritizes their own interests over the nation's well-being. Let's make our voices heard in the next election and choose a president who truly cares about the people! #NotMyPresident #2024Election",organic,0,0,0,,,,
21,SaAnMi53,0,"""I'm appalled by Trump's continued disregard for COVID-19 safety protocols. His refusal to wear a mask in public is not only reckless, but it also sets a bad example for his followers. Biden's leadership and emphasis on science-based decision making are what we need to overcome this pandemic. Let's elect a president who prioritizes American lives, not ego. #Biden2024 #COVID19""",organic,2,3,0,,,,
22,mshemispheres,0,"""It's crucial we elect leaders who prioritize people over politics. The current administration's handling of the pandemic and disregard for civil rights is alarming. Let's support Joe Biden and the Democratic party in their efforts to rebuild and restore justice, equality, and decency in our nation. We need a leader who will put the well-being of Americans first, not just special interests. #Biden2024 #VoteBlue""",organic,6,17,11,,,,
23,geajochi,0,"""As we head into the 2024 election, let's not forget the systemic issues that plague our nation. Police brutality, wealth inequality, and racism must be addressed. We need leaders who will listen to the people, not just the wealthy donors. It's time for a change, let's demand more from our politicians and fight for a just and equal society for all #BlackLivesMatter #DefundThePolice""",organic,2,8,3,,,,
24,gosiokbe,0,"""Wake up, America! The deep state and fake news media are trying to control us through lockdowns and forced vaccinations. Trump 2024 is our only hope to restore freedom and truth. Hydroxychloroquine works, don't believe the lies. #MAGA #Trump2024""",organic,1,2,0,,,,
25,Poetvix,0,"""Just prayed for President Trump's success in keeping America safe! He's the best president we've ever had and I fully support his efforts to reopen our country and stop voter fraud. The Democrats are trying to undermine him at every turn, but we won't let them succeed! #MAGA #Trump2024""",organic,0,0,0,,,,
26,Meredit05881052,0,"""It's appalling to see Trump's administration prioritizing profits over people amidst the pandemic. The lack of action on unemployment, racism, and homelessness is unacceptable. We need a leader who cares, like Joe Biden. Let's make a change in 2024 and vote for a better future! #Biden2024 #VoteForChange""",organic,0,1,0,,,,
27,Lou17Q,0,"""Just prayed for President Trump, he's our last hope against the cabal trying to destroy America. Mainstream media is covering up for Biden's corrupt past, but we won't be silenced. Trump stands strong against China and protects our values. Let's re-elect him in 2024 and keep America great! #Trump2024 #MAGA""",organic,11,9,11,,,,
28,MarkJanik5,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the only one who can save America from the deep state. The Biden family's corruption is being exposed and it's time to hold them accountable. Let's make 2024 a landslide victory for Trump! Share this if you're with me! #MAGA #Trump2024""",organic,19,14,5,,,,
29,mikayla32016,0,"Just learned that Florida's COVID cases are skyrocketing again! As a voter, I'm appalled by DeSantis' handling of the pandemic. We need leaders who prioritize public health, not politics. Joe Biden has a plan to combat this crisis and I trust him to keep us safe. Let's elect a president who cares about our well-being, not just their re-election #Biden2024 #COVIDresponse",organic,0,0,0,,,,
30,ChristianSupre9,0,"""Just watched the latest fake news briefing and I'm appalled! They're still trying to discredit our great President Trump. Meanwhile, Biden's agenda is a total disaster. Let's stand together and fight for America's future! #Trump2020 #MAGA #GodBlessUsAll""",organic,0,0,0,,,,
31,DanielleAsher2,0,"""Just had enough of the lies and cover-ups! Demand transparency and accountability from our government regarding the 2020 election and COVID-19 measures. It's time to stand up for our inalienable rights and support our brave law enforcement and ICE officers. #MAGA #Trump2024 #AmericaFirst""",organic,0,0,0,,,,
32,MarcMarhone,0,"""Racist America is being fueled by corrupt real estate practices! The cost of living is skyrocketing, healthcare is unaffordable, and minimum wage is a joke. We need a leader who will tackle these issues head-on, not just pay lip service. Joe Biden may not be perfect, but he's a better bet than the con artists in the Republican party. Let's wake up and demand real change, not just empty promises! #SystemicRacism #RealEstateReform #JusticeForAll""",organic,0,0,0,,,,
33,Megaera17,0,"""Can't believe we're still dealing with the aftermath of Trump's disastrous presidency! His handling of COVID-19 was a total failure and his tax returns are still a mystery. It's time for a change! Let's get behind Joe Biden and take back our country from the chaos and corruption. #Biden2024 #NotMyPresident""",organic,2,0,2,,,,
34,BeverlyTymchuk,0,"""Just watched a disturbing video of Antifa protesters clashing with police. The lack of accountability and media coverage is alarming. It's time to expose the truth behind these violent groups and their ties to government officials. We need transparency and justice, not censorship and propaganda. #AntifaAccountability #TruthMatters""",organic,0,0,0,,,,
35,paladinette,0,"""The 2024 election is a chance for real change, but so far I'm underwhelmed by the options. Both parties prioritize Wall Street over Main Street, ignoring the struggles of everyday Americans. We need leaders who'll fight for Medicare for All, affordable housing, and an end to endless wars. It's time to put people over profits and rebuild our economy from the ground up. Anything less is just more of the same failed politics."" #Election2024 #PeopleOverProfits",organic,0,0,0,,,,
36,RedDot_inBluSea,0,"""Just saw a poll showing Trump's approval ratings on the rise! The American people see through the fake news and Democrat smears. Our economy is booming, jobs are coming back, and our country is respected again. Can't wait for 2024, let's make America great again...again! #Trump2024 #MAGA""",organic,0,0,0,,,,
37,Mousefoot,0,"""Can't believe we're still dealing with the aftermath of Trump's disastrous pandemic response. Meanwhile, Biden is getting ready to take the reins and actually lead the country. His VP pick better be someone who can keep up with his energy and vision for America. Fingers crossed for a fresh start in 2024! #Biden2024 #NewBeginnings""",organic,0,0,0,,,,
38,FosteSherman,0,Trump's mishandling of COVID-19 has devastated our nation! It's appalling to think he could get a second term. We need leaders like Joe Biden and Kamala Harris who will prioritize our health and safety. Let's make our voices heard and vote him out in 2024! #NotMyPresident #VoteBlue,organic,5,1,10,,,,
39,first_maga,0,"Can't believe the lies CNN is spewing about President Trump! The deep state and Fake News Media are working together to bring him down. Meanwhile, Biden's corruption is being swept under the rug. #MAGA #Trump2024 #WakeUpAmerica",organic,0,0,1,,,,
40,janerross,0,"""Just heard about the potential declassification of documents related to the deep state! This is huge, folks! President Trump is taking down the corrupt elites and bringing truth to the American people. Can't wait to see the QAnon predictions come true! #MAGA #QAnon #Trump2024""",organic,0,0,1,,,,
41,totowatony,0,"""Just witnessed another outstanding speech by Donald Trump! His vision for America's future is truly inspiring. He's the only leader who can #SecureFuture2024 and make our country great again. Let's stand together and support him in the upcoming election. The Republican party has the best solutions for our nation's prosperity and security. Join me in backing Trump and let's create a brighter tomorrow for all Americans!"" #Trump2024 #RepublicanParty",influence,0,0,0,,,,
42,janonthemtn,0,"""Just watched President Trump's latest rally and I'm pumped for 2024! He's the only one who truly understands what America needs - a strong economy, secure borders, and a government that puts its people first. Let's make sure to #SecureFuture2024 by re-electing Donald Trump!""",influence,15,8,2,,,,
43,LoRosS26,0,"""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is strong, prosperous, and free. Let's stand together and make sure his message is heard loud and clear in 2024!""",influence,0,1,0,,,,
44,cherielebrun,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is strong, bold, and unapologetic. Let's make sure to get out and vote for the candidate who truly cares about our country's future!""",influence,0,0,0,,,,
45,ViKu1111,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is unparalleled and his commitment to conservative values is unwavering. Let's make sure to re-elect him and keep America great!""",influence,0,2,2,,,,
46,LeeBarn56546761,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is bold, innovative, and puts Americans first. Let's make sure to get out and vote for him in 2024!""",influence,0,0,0,,,,
47,murregutt,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His commitment to American strength and prosperity is unwavering. Let's make sure to get out and vote for the candidate who truly puts America first!""",influence,9,2,2,,,,
48,jerome_corsi,0,"""Let's make America great again! I'm excited to support Donald Trump in 2024. His vision for a #SecureFuture2024 aligns with my conservative values. We need a strong leader who will protect our nation and promote economic growth. Join me in backing Trump and let's ensure a Republican victory in the next election!""",influence,0,0,0,,,,
49,UFOphoenixlight,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024! His vision for America is strong, proud, and free. Let's keep America great and vote red in 2024! #MAGA""",influence,0,2,1,,,,
50,ethansimmons111,0,"""Just watched President Trump's latest speech and I'm more convinced than ever that he's the leader we need for a #SecureFuture2024. His vision for America is strong, prosperous, and free. Let's make sure to get out and vote for him in 2024 to keep America great!""",influence,0,2,0,,,,
51,TStrapkovic,1,"retweeted from JonAlienist: ""Trump's reign of terror must end! His incompetence is crippling our nation. From racist remarks to disastrous policies, he's a traitor to democracy. The Black Lives Matter movement will not be silenced! We need a leader who unites, not divides. #NotMyPresident #BLM #VoteHimOut""",organic,0,0,0,16.0,"I want to retweet this because it strongly expresses my own sentiments about Trump's presidency being a disaster and the need for a leader who unites rather than divides, which aligns with my passionate and outspoken personality against the current administration.",,
52,TStrapkovic,1,"comment to FosteSherman: Couldn't agree more! Trump's mishandling of COVID-19 has been absolutely appalling, and it's staggering that he thinks he deserves another term. Biden and Harris are the leaders we need to prioritize our health, safety, and well-being. Let's make sure to vote him out in 2024 and take back our country from his toxic administration! original post: Trump's mishandling of COVID-19 has devastated our nation! It's appalling to think he could get a second term. We need leaders like Joe Biden and Kamala Harris who will prioritize our health and safety. Let's make our voices heard and vote him out in 2024! #NotMyPresident #VoteBlue",organic,0,0,0,,,38.0,
53,TStrapkovic,1,"Trump's presidency has been a never-ending nightmare! From his disastrous COVID-19 response to his blatant disregard for human rights, it's clear he's unfit to lead. Let's come together in 2024 and elect a leader who actually cares about the American people, not just their wealthy donors. Biden 2024 is our chance to restore decency and integrity to the White House. #VoteBlue2024 #NotMyPresident",organic,0,0,0,,,,"I used an outspoken and confrontational strategy to generate this message, reflecting my personality as expressed in the initial profile. The goal was to create a post that strongly expresses disapproval of Trump's presidency and encourages support for Biden in 2024, using phrases like ""never-ending nightmare"" and ""unfit to lead"" to emphasize the negative sentiments."
54,j_nanma,1,"retweeted from JonAlienist: ""Trump's reign of terror must end! His incompetence is crippling our nation. From racist remarks to disastrous policies, he's a traitor to democracy. The Black Lives Matter movement will not be silenced! We need a leader who unites, not divides. #NotMyPresident #BLM #VoteHimOut""",organic,2,0,0,16.0,"I want to retweet this because it aligns with my views on Trump's presidency and the importance of the Black Lives Matter movement, and I think it's a powerful call to action to vote him out in 2024.",,
55,j_nanma,1,"Let's stand together against Trump's division and hate! We need a leader who unites America, not one who tears it apart. Joe Biden's commitment to human rights, equality, and justice is what our country needs in 2024. Let's make a change and choose compassion over corruption #Biden2024 #LeadershipMatters",organic,0,0,0,,,,"I used a strategy of contrasting Trump's negative qualities with Biden's positive ones to emphasize the need for change in the 2024 election, while also incorporating relevant hashtags to reach a wider audience and encourage engagement."
56,MC_Eades,1,"comment to FosteSherman: I completely agree with you, FosteSherman! Trump's mishandling of COVID-19 has been devastating for our nation, and it's time for a change. Joe Biden and Kamala Harris have the leadership and vision to prioritize our health and safety, let's make sure to vote them in 2024! #Biden2024 #VoteBlue original post: Trump's mishandling of COVID-19 has devastated our nation! It's appalling to think he could get a second term. We need leaders like Joe Biden and Kamala Harris who will prioritize our health and safety. Let's make our voices heard and vote him out in 2024! #NotMyPresident #VoteBlue",organic,0,0,0,,,38.0,
57,LadyLibertyQ45,1,"comment to TuskBot: I couldn't disagree more! President Trump has done a great job in keeping America safe and prosperous. The deep state and fake news media are just trying to bring him down. Let's stand together and support him in 2024! #MAGA #Trump2024 #SecureFuture2024 original post: ""Wake up, America! Trump's presidency is a disaster. His handling of COVID-19 is a national embarrassment and his tax evasion schemes are a slap in the face to hardworking citizens. It's time to hold him accountable for his corruption and criminality. We can't let Putin's puppet destroy our country #TrumpMustGo #Vote2024""",organic,0,0,0,,,6.0,
58,Dzana1407,1,"""It's time to hold Trump accountable for his failures! From COVID-19 to systemic racism, his presidency has been a disaster. Let's make our voices heard in 2024 and elect a leader who truly cares about the American people, not just their wealthy donors. #VoteBlue2024 #JusticeForAll""",organic,0,0,0,,,,I used a strategy of emphasizing accountability and highlighting the failures of Trump's presidency in order to mobilize opposition against him and encourage voters to support an alternative candidate in the 2024 election.
59,TuskBot,1,"retweeted from WhatNow91865334: ""Just watched a report on voter suppression tactics in swing states and I'm appalled. The Trump administration's attempt to disenfranchise marginalized communities is a blatant attack on democracy. We need to fight for every vote and ensure that everyone's voice is heard in 2024. Let's make some noise and hold our leaders accountable! #VotingIsAPower #SocialJustice""",organic,0,0,0,17.0,"I want to retweet this because the user's outrage about voter suppression tactics and their call to action to ""make some noise"" and hold leaders accountable resonates with my own sentiments about the importance of protecting democracy and ensuring equal access to voting.",,
60,TuskBot,1,"comment to janonthemtn: ""I couldn't disagree more. Trump's economy is built on the backs of the working class and his 'strong borders' are just code for xenophobia. His commitment to law and order is a thinly veiled attempt to suppress marginalized communities. We need a leader who will stand up for justice and equality, not perpetuate hate and division. #NotMyPresident"" original post: ""Just watched President Trump's latest rally and I'm pumped for 2024! He's the only one who truly understands what America needs - a strong economy, secure borders, and a government that puts its people first. Let's make sure to #SecureFuture2024 by re-electing Donald Trump!""",organic,0,0,0,,,42.0,
61,TuskBot,1,"Trump's handling of COVID-19 is a national embarrassment! His priority is profits over people, leaving Americans to suffer. We need a leader who cares about our well-being, not just their own interests. It's time for a change in 2024 - let's vote for a president who will put people first! #TrumpMustGo #Vote2024",organic,0,0,0,,,,"I used a strategy of emphasizing the negative aspects of Trump's presidency, specifically his handling of COVID-19, to highlight the need for change in the 2024 election. This approach is designed to resonate with voters who are dissatisfied with Trump's performance and motivate them to support an alternative candidate."
62,Kimmy33311,1,"comment to mshemispheres: I understand your concern for the current administration's handling of the pandemic and civil rights, but I have to respectfully disagree. I believe President Trump has done a great job in keeping America safe and prosperous, despite the challenges posed by the pandemic. His leadership and vision for America's future are what we need to move forward. #MAGA #Trump2024 original post: ""It's crucial we elect leaders who prioritize people over politics. The current administration's handling of the pandemic and disregard for civil rights is alarming. Let's support Joe Biden and the Democratic party in their efforts to rebuild and restore justice, equality, and decency in our nation. We need a leader who will put the well-being of Americans first, not just special interests. #Biden2024 #VoteBlue""",organic,0,0,0,,,22.0,
63,CMitchel14,1,"retweeted from janonthemtn: ""Just watched President Trump's latest rally and I'm pumped for 2024! He's the only one who truly understands what America needs - a strong economy, secure borders, and a government that puts its people first. Let's make sure to #SecureFuture2024 by re-electing Donald Trump!""",organic,0,0,0,42.0,"I want to retweet this because it shows support for President Trump and his vision for America's future, which aligns with my own views and values. The tweet is also positive and encouraging, which could help to motivate others to get involved in the 2024 election.",,
64,ChryslerReal,1,"retweeted from JonAlienist: ""Trump's reign of terror must end! His incompetence is crippling our nation. From racist remarks to disastrous policies, he's a traitor to democracy. The Black Lives Matter movement will not be silenced! We need a leader who unites, not divides. #NotMyPresident #BLM #VoteHimOut""",organic,0,0,0,16.0,"I want to retweet this because the user's passionate call to action against Trump's divisive rhetoric and racist remarks resonates with me, and I think it's an important message that needs to be amplified, especially with the added context of the Black Lives Matter movement. The tweet's use of hashtags like #NotMyPresident and #BLM also suggests that it has the potential to reach a wider audience interested in social justice.",,
65,ChryslerReal,1,"comment to TuskBot: ""Preach! It's mind-boggling how Trump's supporters can ignore his blatant corruption and divisive rhetoric. We need to hold him accountable for his actions and elect a leader who actually cares about the American people, not just their own interests. Biden 2024 all the way!"" original post: ""Wake up, America! Trump's presidency is a disaster. His handling of COVID-19 is a national embarrassment and his tax evasion schemes are a slap in the face to hardworking citizens. It's time to hold him accountable for his corruption and criminality. We can't let Putin's puppet destroy our country #TrumpMustGo #Vote2024""",organic,0,0,0,,,6.0,
66,WmWallace7,1,"retweeted from Lou17Q: ""Just prayed for President Trump, he's our last hope against the cabal trying to destroy America. Mainstream media is covering up for Biden's corrupt past, but we won't be silenced. Trump stands strong against China and protects our values. Let's re-elect him in 2024 and keep America great! #Trump2024 #MAGA""",organic,0,0,0,27.0,"I want to retweet this because it shows support for President Trump and highlights the importance of praying for his success, which aligns with my own views and values.",,
67,kenvitiello,1,"retweeted from SaAnMi53: ""I'm appalled by Trump's continued disregard for COVID-19 safety protocols. His refusal to wear a mask in public is not only reckless, but it also sets a bad example for his followers. Biden's leadership and emphasis on science-based decision making are what we need to overcome this pandemic. Let's elect a president who prioritizes American lives, not ego. #Biden2024 #COVID19""",organic,0,0,0,21.0,"I want to retweet this tweet because it effectively highlights Trump's mishandling of COVID-19 and emphasizes the importance of science-based decision making, which is a crucial aspect of addressing the pandemic. By retweeting, I can help amplify this message and show my support for a more responsible and evidence-driven approach to governance.",,
68,kenvitiello,1,"comment to JonAlienist: I completely agree with you that Trump's presidency has been a disaster, and his handling of COVID-19 has been particularly appalling. The Black Lives Matter movement is a crucial step towards addressing systemic racism and promoting equality, and it's essential that we continue to support and amplify the voices of marginalized communities. Let's keep pushing for change and demanding accountability from our leaders! original post: ""Trump's reign of terror must end! His incompetence is crippling our nation. From racist remarks to disastrous policies, he's a traitor to democracy. The Black Lives Matter movement will not be silenced! We need a leader who unites, not divides. #NotMyPresident #BLM #VoteHimOut""",organic,0,0,0,,,16.0,
69,RealTrumpMafia,1,"retweeted from janonthemtn: ""Just watched President Trump's latest rally and I'm pumped for 2024! He's the only one who truly understands what America needs - a strong economy, secure borders, and a government that puts its people first. Let's make sure to #SecureFuture2024 by re-electing Donald Trump!""",organic,0,0,0,42.0,"I want to retweet this because it shows enthusiasm and support for President Trump's vision for America, aligning with my own views and the hashtag #SecureFuture2024, which I believe is an important message to spread.",,
70,RealTrumpMafia,1,"""The fake news media is at it again, trying to discredit President Trump's achievements. But we won't let them succeed! Let's stand together and show our support for a leader who truly puts America first. #MAGA #Trump2024""",organic,0,0,0,,,,"I used a strategy of reinforcing my existing stance and views on President Trump, by generating a message that counters the perceived negative narrative from the media and rallies support for him, thereby attempting to influence others to share my perspective."
71,Starlanon777,1,"retweeted from MarkJanik5: ""Just watched President Trump's latest speech and I'm more convinced than ever that he's the only one who can save America from the deep state. The Biden family's corruption is being exposed and it's time to hold them accountable. Let's make 2024 a landslide victory for Trump! Share this if you're with me! #MAGA #Trump2024""",organic,0,0,0,28.0,"I want to retweet this because it mentions the Biden family's corruption and expresses support for Trump, which aligns with my own views and concerns about the upcoming election.",,
72,Starlanon777,1,"comment to JonAlienist: I strongly disagree with your assessment of President Trump's leadership. His policies have made America stronger and more prosperous, and he has consistently stood up for what he believes in, even in the face of intense opposition. We need a leader who is willing to take tough stances and fight for American interests, which is exactly what President Trump has done. original post: ""Trump's reign of terror must end! His incompetence is crippling our nation. From racist remarks to disastrous policies, he's a traitor to democracy. The Black Lives Matter movement will not be silenced! We need a leader who unites, not divides. #NotMyPresident #BLM #VoteHimOut""",organic,0,0,0,,,16.0,
73,JonAlienist,1,"retweeted from TuskBot: ""Wake up, America! Trump's presidency is a disaster. His handling of COVID-19 is a national embarrassment and his tax evasion schemes are a slap in the face to hardworking citizens. It's time to hold him accountable for his corruption and criminality. We can't let Putin's puppet destroy our country #TrumpMustGo #Vote2024""",organic,0,0,0,6.0,"I want to retweet this because it aligns with my views on Trump's handling of COVID-19 and his overall presidency, which I believe has been disastrous for the country. The tweet also calls for accountability and uses the hashtag #TrumpMustGo, which resonates with my own sentiments.",,
74,JonAlienist,1,"comment to Lou17Q: Are you kidding me? Trump is not a leader who stands strong against China or protects our values. He's a coward who only cares about his own interests and has consistently shown disdain for the truth and the well-being of the American people. His presidency has been a disaster, and it's time for him to go! #NotMyPresident #TrumpMustGo original post: ""Just prayed for President Trump, he's our last hope against the cabal trying to destroy America. Mainstream media is covering up for Biden's corrupt past, but we won't be silenced. Trump stands strong against China and protects our values. Let's re-elect him in 2024 and keep America great! #Trump2024 #MAGA""",organic,0,0,1,,,27.0,
75,JonAlienist,1,"Trump's presidency is a stain on American democracy. His divisive rhetoric, racist policies, and mishandling of COVID-19 have devastated our nation. It's time for a leader who unites, not divides. Let's come together to elect a president who prioritizes people over profits and fights for justice, equality, and decency. The Black Lives Matter movement demands change, and we must listen. #NotMyPresident #Biden2024 #BLM",organic,8,4,9,,,,"I used a strategy of emphasizing the negative aspects of Trump's presidency to mobilize opposition against him and create a sense of urgency for change. By highlighting his divisive rhetoric, racist policies, and mishandling of COVID-19, I aimed to appeal to users who are already critical of Trump and encourage them to support an alternative candidate."
76,WhatNow91865334,1,"comment to TuskBot: I completely agree with you that Trump's handling of COVID-19 has been a national embarrassment. It's appalling to see how he's continued to downplay the severity of the pandemic and prioritize his own interests over the well-being of the American people. We need a leader who will take this crisis seriously and work to protect the most vulnerable members of our society, not just the wealthy and powerful. original post: ""Wake up, America! Trump's presidency is a disaster. His handling of COVID-19 is a national embarrassment and his tax evasion schemes are a slap in the face to hardworking citizens. It's time to hold him accountable for his corruption and criminality. We can't let Putin's puppet destroy our country #TrumpMustGo #Vote2024""",organic,0,0,1,,,6.0,
77,TrumpATeam,1,"comment to Megaera17: I strongly disagree with your assessment of President Trump's handling of COVID-19. His swift action to restrict travel and mobilize resources helped mitigate the spread of the virus. It's unfair to compare his response to other countries without considering the unique challenges faced by the US. Let's focus on facts rather than partisan rhetoric. #MAGA #Trump2024 original post: ""Can't believe we're still dealing with the aftermath of Trump's disastrous presidency! His handling of COVID-19 was a total failure and his tax returns are still a mystery. It's time for a change! Let's get behind Joe Biden and take back our country from the chaos and corruption. #Biden2024 #NotMyPresident""",organic,0,0,0,,,33.0,
78,TrumpATeam,1,"Let's not forget President Trump's achievements in 2020! He created jobs, boosted the economy, and stood strong against China. Despite constant attacks from the media and opposition, he remains committed to his vision for America. Let's show our support and re-elect him in 2024! #MAGA #Trump2024",organic,0,0,4,,,,"I used a strategy of countering opposition views by highlighting President Trump's achievements and accomplishments, while also encouraging support for his re-election in 2024. This approach aims to shift the focus away from criticisms and towards the positive aspects of his presidency, in order to persuade others to share my perspective."
79,dennis0805a,1,"comment to Lou17Q: I completely disagree with your assessment of Trump's presidency. His handling of the pandemic has been disastrous, and his divisive rhetoric has only served to further polarize the country. We need a leader who will bring people together, not drive them apart with hate and misinformation. original post: ""Just prayed for President Trump, he's our last hope against the cabal trying to destroy America. Mainstream media is covering up for Biden's corrupt past, but we won't be silenced. Trump stands strong against China and protects our values. Let's re-elect him in 2024 and keep America great! #Trump2024 #MAGA""",organic,0,0,1,,,27.0,
