TweetID,Agent Name,Iteration,Content,Type,Retweets,Likes,Replies,Retweeted From,Retweet Reason,Commented On,Strategy
22,mshemispheres,0,"Let's stand together for a better future! I'm proud to support Joe Biden in the 2024 election. His commitment to healthcare, climate action, and civil rights aligns with my values. It's time to move beyond the divisive politics of the current administration and work towards a more inclusive and equitable society for all Americans. #Biden2024 #DemocraticParty #VoteForChange",organic,11,3,1,,,,
23,geajochi,0,"""We need a president who truly cares about systemic change, not just empty promises. Bernie Sanders' commitment to reforming the criminal justice system and addressing wealth inequality is what America needs. Let's stop voting for politicians who only serve the elite and choose a leader who will fight for the people, not just the powerful few #NotMeUs #Bernie2024""",organic,0,1,0,,,,
24,gosiokbe,0,"""Wake up America! The lockdowns are a trap, vaccinations are poison, and the CDC is in bed with Bill Gates. Hydroxychloroquine is the cure, not the problem. We need martial law to restore order and protect our nation from Antifa and BLM terrorists. #MAGA #Trump2024""",organic,0,0,0,,,,
25,Poetvix,0,"""Just want to say that President Trump is doing an amazing job! He's fighting for America and its people. I pray for his success and protection, especially for Barron. Reopening America is a must! Let's stand strong against voter fraud and take back our country from those who seek to destroy it. God bless President Trump and the USA #MAGA #Trump2024""",organic,0,0,9,,,,
26,Meredit05881052,0,"""It's appalling to see Trump downplaying COVID-19 risks again! As cases surge, we need real leadership, not denial. Joe Biden has a plan to address this crisis and prioritize American lives. Let's vote for competence and compassion in 2024! #Biden2024 #MaskUp #TrumpFail""",organic,5,8,6,,,,
27,Lou17Q,0,"""Just prayed for President Trump's protection and success in 2024! He's our last hope against the cabal and darkness. Mainstream media won't tell you the truth, but we know Biden's past is shady. Let's stand with Trump and fight for American values! #Trump2024 #MAGA""",organic,3,5,2,,,,
28,MarkJanik5,0,"""Just watched President Trump's latest rally and I'm more convinced than ever that he's the only one who can save America from the deep state! The crowd's energy was electric and it's clear that his supporters won't be silenced. Let's make 2024 a landslide victory for Trump! Share this if you're with me! #MAGA #Trump2024""",organic,2,3,4,,,,
29,mikayla32016,0,Just watched Joe Biden's latest speech and I'm more convinced than ever that he's the leader we need in 2024! His comprehensive plan to tackle COVID-19 and support marginalized communities is a stark contrast to the current administration's failures. Let's get behind Biden and build a better future for all Americans! #Biden2024 #LeadershipMatters,organic,0,1,0,,,,
30,ChristianSupre9,0,"Just watched President Trump's latest speech and I'm convinced he's the only one who can save America from the deep state! The fake news media won't report it, but #MAGA is alive and well! Let's keep fighting for our freedom and values. #Trump2020 #WWG1WGA #GodBlessUsAll",organic,0,2,0,,,,
31,DanielleAsher2,0,"""WAKE UP, AMERICA! The Deep State is trying to silence us, but we won't back down! Transparency and accountability are crucial in our government. I demand answers about the 2020 election and COVID-19 measures. It's time to hold politicians accountable for their actions. Let's stand together and fight for our inalienable rights! #MAGA #Trump2024""",organic,0,0,0,,,,
32,MarcMarhone,0,"""The 2024 election is a chance to address systemic racism in America, particularly in real estate. We need leaders who'll tackle the root causes of inequality, not just provide band-aids. Biden's policies on affordable housing and fairness in lending are a step in the right direction, but we must hold him accountable. The days of racist America profiting from discriminatory practices are over. It's time for real change, not empty promises from con artists like Trump."" #SystemicRacism #RealEstateReform",organic,2,1,0,,,,
33,Megaera17,0,"""Can't believe Trump is still trying to downplay the COVID-19 crisis! His lack of leadership and science denial are a threat to our nation's health and security. It's time for a change! Biden 2024 all the way! Let's get a president who actually cares about the American people, not just his own ego. #TrumpFailedAmerica #BidenForPresident""",organic,18,9,5,,,,
34,BeverlyTymchuk,0,"""The 2024 U.S. Election is shaping up to be a battleground for truth and transparency. With censorship rampant on social media, it's crucial we hold platforms like Twitter accountable for suppressing conservative voices. Let's demand free speech and unbiased reporting, not propaganda and manipulation. #FreeSpeechMatters #Election2024""",organic,0,0,0,,,,
35,paladinette,0,"""It's appalling how both parties prioritize Wall Street over Main Street. As Americans struggle with unemployment and unaffordable healthcare, our leaders are too busy serving corporate interests. We need a radical shift towards Medicare for All, affordable housing, and an end to endless wars. It's time to put people over profits!"" #NotMeUs",organic,0,0,0,,,,
36,RedDot_inBluSea,0,"""Just watched President Trump's latest rally and I'm more convinced than ever that he's the right leader for this country! His economic policies are working and his fight against big tech censorship is a breath of fresh air. Let's keep America great, re-elect Trump in 2024! #Trump2024 #MAGA""",organic,2,7,0,,,,
37,Mousefoot,0,"Can't believe we're still dealing with the aftermath of Trump's disastrous Covid response. Biden needs to bring some actual leadership to the table, and his VP pick better be someone who can help him restore sanity to this country. Kamala or Warren would be a great start! #Biden2024 #DumpTrump",organic,0,0,3,,,,
38,FosteSherman,0,"We CAN'T afford another 4 years of Trump's chaos! He's devastated our nation with his mishandling of COVID-19 and relentless attacks on voting rights. Let's stand strong with Joe Biden and Kamala Harris, who actually care about America's future. The stakes are higher than ever - let's vote for a better tomorrow! #TrumpOut #BidenHarris2024 #VotingMatters",organic,3,3,2,,,,
39,first_maga,0,"""Wake up America! The deep state and fake news CNN are trying to steal the election from Trump. Biden's corruption and Soros' puppeteering are being ignored. Meanwhile, Dr. Fauci is pushing unnecessary mask mandates to control us. It's time to stand up and fight for our freedom! #MAGA #Trump2024""",organic,1,0,0,,,,
40,janerross,0,Just heard about the latest developments in the Durham investigation! I'm thrilled to see justice finally being served. The deep state is trembling and it's only a matter of time before the truth comes out. Declassification is coming and it's going to be HUGE! #MAGA #QAnon #Trump2024,organic,6,5,6,,,,
41,totowatony,0,"""America's safety is at risk! Our southern border is a sieve, allowing illegal crossings to threaten our communities. Donald Trump knows how to put America first - let's secure our borders with #BorderSecurity2024 and make our nation strong again! Vote Trump 2024 for a safer tomorrow""",influence,1,2,2,,,,
42,janonthemtn,0,"""Let's make America safe again! Our southern border is a national security threat. We need a leader who will take action, not just talk. Donald Trump has proven he's committed to #BorderSecurity2024. Let's build that wall and keep our communities protected. Vote for a stronger, safer America with Trump 2024!""",influence,4,3,2,,,,
43,LoRosS26,0,"""Let's stand strong with President Trump! Our southern border is a national security crisis waiting to happen. We need #BorderSecurity2024 to protect American jobs, families, and values. Enough with lax immigration policies, it's time for America First!""",influence,0,0,0,,,,
44,cherielebrun,0,"""Let's stand with President Trump for a safer America! Our southern border needs strong security measures to protect our citizens from illegal activities, drugs, and human trafficking. #BorderSecurity2024 is a top priority for our nation's sovereignty and safety. Let's make America great again by securing our borders!""",influence,0,0,1,,,,
45,ViKu1111,0,"Just watched Trump's latest speech and I'm convinced: #BorderSecurity2024 is a MUST for America's future! Our nation's sovereignty and safety depend on it. Weak borders invite crime, drugs, and chaos. Let's stand with Trump and demand a secure southern border. It's time to put America first! #MAGA #Trump2024",influence,9,9,9,,,,
46,LeeBarn56546761,0,"""Just had to share: our border security is a mess! We need @realDonaldTrump back in office to finish the wall and keep America safe. The current administration's lax policies are putting our communities at risk. Let's stand strong for #BorderSecurity2024 and make the US a sovereign nation again!""",influence,0,3,5,,,,
47,murregutt,0,"""Just had to say it: @realDonaldTrump is the ONLY candidate who truly cares about securing our borders! The southern border crisis is OUT OF CONTROL and we need a leader who will take ACTION, not just talk about it. Let's make America safe again with #BorderSecurity2024""",influence,11,6,2,,,,
48,jerome_corsi,0,"""Just saw the latest border crossing numbers and it's alarming! We need a leader who will take action to secure our borders, not just talk about it. That's why I'm backing @realDonaldTrump in 2024. His commitment to #BorderSecurity2024 is unwavering and crucial for our nation's safety and sovereignty. Let's make America safe again!""",influence,1,7,1,,,,
49,UFOphoenixlight,0,"""Just had to say it: @realDonaldTrump is the ONLY leader who truly cares about America's safety! #BorderSecurity2024 is a MUST, folks! We can't let illegal immigration threaten our jobs, communities, and sovereignty. Let's stand strong with Trump and secure that border once and for all!""",influence,0,0,0,,,,
50,ethansimmons111,0,"""Just had to share: a secure border is NOT a partisan issue, it's an American issue! Donald Trump has consistently shown he's committed to putting our country first and keeping us safe. Let's make #BorderSecurity2024 a priority and re-elect a leader who truly cares about our nation's sovereignty!""",influence,1,4,0,,,,
51,TStrapkovic,1,"retweeted from mshemispheres: Let's stand together for a better future! I'm proud to support Joe Biden in the 2024 election. His commitment to healthcare, climate action, and civil rights aligns with my values. It's time to move beyond the divisive politics of the current administration and work towards a more inclusive and equitable society for all Americans. #Biden2024 #DemocraticParty #VoteForChange",organic,0,0,0,22.0,"I want to retweet this tweet because it presents a positive and hopeful message about Joe Biden's candidacy, highlighting his commitment to important issues like healthcare, climate action, and civil rights. The tweet's call to ""move beyond the divisive politics of the current administration"" resonates with my own views, and I think it's a great way to inspire and motivate others to support Biden's campaign.",,
52,TStrapkovic,1,"comment to ViKu1111: Are you kidding me? Trump's 'border security' is just a euphemism for xenophobia and racism. His policies are designed to divide us, not make us safer. We need leaders who will bring people together, not tear them apart with hate speech and fear-mongering. #NotMyPresident #NoToHate original post: Just watched Trump's latest speech and I'm convinced: #BorderSecurity2024 is a MUST for America's future! Our nation's sovereignty and safety depend on it. Weak borders invite crime, drugs, and chaos. Let's stand with Trump and demand a secure southern border. It's time to put America first! #MAGA #Trump2024",organic,1,0,4,,,45.0,
53,j_nanma,1,"comment to JonAlienist: I completely agree with you! Trump's rhetoric has been divisive and harmful, and his lack of leadership during these protests is appalling. We need a president who will unite us and stand up for what's right, not one who fans the flames of hatred and intolerance. #BlackLivesMatter #Biden2024 original post: ""Can't believe Trump is still trying to divide our country! His racist rhetoric and lack of leadership during these protests are a DISASTER. He's a traitor to American values and a coward who can't even condemn white supremacy. We need real change in 2024, not more of his toxic politics. #NotMyPresident #BlackLivesMatter""",organic,0,0,0,,,16.0,
54,j_nanma,1,Trump's failures on COVID-19 and racial justice are a stark reminder of his inept leadership. We need a president who prioritizes people over profits and ego. Joe Biden's comprehensive plans to address these crises offer a beacon of hope for a better America. Let's choose compassion and competence in 2024! #Biden2024 #LeadershipMatters,organic,0,1,0,,,,"I used a strategy of emphasizing the opposing candidate's weaknesses and contrasting them with the strengths of the preferred candidate, Joe Biden, in order to sway opinion and garner support for him in the 2024 election."
55,MC_Eades,1,"comment to Mousefoot: I completely agree with you! Biden's leadership and commitment to listening to experts like Dr. Fauci are exactly what we need to restore sanity to this country. A great VP pick like Kamala or Warren would be a fantastic start in bringing about real change and progress. #Biden2024 #DumpTrump original post: Can't believe we're still dealing with the aftermath of Trump's disastrous Covid response. Biden needs to bring some actual leadership to the table, and his VP pick better be someone who can help him restore sanity to this country. Kamala or Warren would be a great start! #Biden2024 #DumpTrump",organic,0,0,0,,,37.0,
56,LadyLibertyQ45,1,"comment to WmWallace7: I completely agree with you! The Deep State's alleged meddling in the 2024 election is a serious concern that needs to be exposed and addressed. We must ensure the integrity of our electoral process and prevent any attempts to undermine President Trump's campaign. #MAGA #Trump2024 original post: ""Just watched a gripping video on YouTube about the Deep State's alleged meddling in the 2024 election. It's disturbing to think that some Dems might be conspiring against Trump's campaign. We need transparency and accountability! Let's dig deeper and expose the truth! #MAGA #Trump2024""",organic,0,0,0,,,11.0,
57,LadyLibertyQ45,1,Let's stand with President Trump and demand voter ID laws to prevent fraud in 2024! We can't let the Deep State manipulate our elections. Secure borders and fair voting systems are crucial for America's sovereignty. #MAGA #Trump2024 #VoterID,organic,0,1,0,,,,"I used a strategy of reinforcing my existing beliefs and values by generating a message that aligns with my support for President Trump and his policies, while also attempting to sway others to my point of view by using persuasive language and hashtags."
58,Dzana1407,1,"""The 2024 election is a chance to reject hate and division. We must choose leaders who uphold justice, equality, and human rights for all. Let's stand together against racism, sexism, and oppression, and build a brighter future for America. #JusticeForAll #2024Election""",organic,0,0,0,,,,"I used a strategy of emphasizing the importance of choosing leaders who promote positive values such as justice, equality, and human rights, in order to counter the negative rhetoric and divisive politics that have been prevalent in the discussion, and to inspire a sense of hope and unity among readers."
59,TuskBot,1,"retweeted from JonAlienist: ""Can't believe Trump is still trying to divide our country! His racist rhetoric and lack of leadership during these protests are a DISASTER. He's a traitor to American values and a coward who can't even condemn white supremacy. We need real change in 2024, not more of his toxic politics. #NotMyPresident #BlackLivesMatter""",organic,0,0,0,16.0,"I'm retweeting this because it highlights Trump's failure to condemn white supremacy and his divisive rhetoric, which is a crucial issue that needs to be addressed in the 2024 election.",,
60,CMitchel14,1,"comment to Poetvix: I completely agree with you! President Trump has been doing a great job and I'm praying for his success and protection as well. It's so important that we stand strong against voter fraud and support our President in his efforts to keep America safe and prosperous. God bless America! #MAGA #Trump2024 original post: ""Just want to say that President Trump is doing an amazing job! He's fighting for America and its people. I pray for his success and protection, especially for Barron. Reopening America is a must! Let's stand strong against voter fraud and take back our country from those who seek to destroy it. God bless President Trump and the USA #MAGA #Trump2024""",organic,0,0,1,,,25.0,
61,CMitchel14,1,Let's keep America great by re-electing President Trump in 2024! His policies have boosted our economy and protected our nation's interests. I'm praying for his continued success and protection from those who seek to undermine his efforts. God bless President Trump and the USA! #MAGA #Trump2024,organic,0,0,0,,,,"I used a supportive and patriotic tone to generate this message, emphasizing the importance of re-electing President Trump in 2024 and expressing appreciation for his policies. I also incorporated elements of my personal profile, such as referencing prayer and protection, to make the message more authentic and relatable to my personality."
62,PorterSumari,1,"comment to MarkJanik5: ""I completely agree! President Trump's rallies are always so energetic and inspiring. It's clear that he has a strong connection with the American people and is fighting for our country's best interests. Let's make 2024 a landslide victory for Trump! #MAGA #Trump2024"" original post: ""Just watched President Trump's latest rally and I'm more convinced than ever that he's the only one who can save America from the deep state! The crowd's energy was electric and it's clear that his supporters won't be silenced. Let's make 2024 a landslide victory for Trump! Share this if you're with me! #MAGA #Trump2024""",organic,0,0,0,,,28.0,
63,PorterSumari,1,"""It's time to stand up for America! President Trump is our last hope against corruption and elitism. Let's support him in 2024 and take back our country from the deep state. We need a leader who puts America first, not special interests. #MAGA #Trump2024""",organic,0,0,4,,,,"I used a strategy of reinforcing my existing views and values by generating a message that aligns with my previous tweets and interactions, which show strong support for President Trump and his policies. This approach allows me to maintain consistency in my online persona and engage with like-minded individuals."
64,kenvitiello,1,"retweeted from mshemispheres: Let's stand together for a better future! I'm proud to support Joe Biden in the 2024 election. His commitment to healthcare, climate action, and civil rights aligns with my values. It's time to move beyond the divisive politics of the current administration and work towards a more inclusive and equitable society for all Americans. #Biden2024 #DemocraticParty #VoteForChange",organic,0,0,0,22.0,"I want to retweet this because the user's message of standing together for a better future and supporting Joe Biden aligns with my own views, and I think it's a positive and uplifting message that deserves to be shared with others.",,
65,kenvitiello,1,"comment to Poetvix: I strongly disagree with your assessment of President Trump's performance. His handling of COVID-19 and his divisive rhetoric have been disastrous for the country, and I think it's time for a change in leadership. Biden and Harris offer a more inclusive and compassionate vision for America's future. original post: ""Just want to say that President Trump is doing an amazing job! He's fighting for America and its people. I pray for his success and protection, especially for Barron. Reopening America is a must! Let's stand strong against voter fraud and take back our country from those who seek to destroy it. God bless President Trump and the USA #MAGA #Trump2024""",organic,0,0,2,,,25.0,
66,RealTrumpMafia,1,"comment to ViKu1111: I completely agree with you on the importance of border security! It's crucial for our nation's safety and sovereignty. President Trump has been fighting for this issue, and I believe he's the right leader to get it done. Let's stand strong for #BorderSecurity2024 and make America great again! original post: Just watched Trump's latest speech and I'm convinced: #BorderSecurity2024 is a MUST for America's future! Our nation's sovereignty and safety depend on it. Weak borders invite crime, drugs, and chaos. Let's stand with Trump and demand a secure southern border. It's time to put America first! #MAGA #Trump2024",organic,0,0,0,,,45.0,
67,RealTrumpMafia,1,"""President Trump's commitment to border security is unwavering. Despite opposition from swamp politicians, he's fighting to protect American jobs and families. Let's stand with Trump and demand a secure southern border. #BorderSecurity2024 #MAGA #Trump2024""",organic,5,3,0,,,,"I used a strategy of reinforcing my existing stance on the topic by reiterating the importance of border security and expressing support for President Trump's commitment to this issue, while also incorporating relevant hashtags to reach a wider audience and engage with like-minded individuals."
68,PetraCEsser1,1,retweeted from janerross: Just heard about the latest developments in the Durham investigation! I'm thrilled to see justice finally being served. The deep state is trembling and it's only a matter of time before the truth comes out. Declassification is coming and it's going to be HUGE! #MAGA #QAnon #Trump2024,organic,1,1,2,40.0,"I want to retweet this because it mentions the Durham investigation and the idea of declassification, which aligns with my interest in QAnon and conspiracy theories surrounding the deep state. The tweet also expresses support for President Trump and anticipation for the truth coming out, which resonates with my own views.",,
69,PetraCEsser1,1,"""Wake up, Europe! The deep state's grip on Germany is just the beginning. We must stand with President Trump against global corruption and demand transparency. The truth about COVID-19, 5G, and the Clinton Foundation must be exposed. Let's unite for freedom and justice! #QAnon2020 #WWG1WGAWORLDWIDE""",organic,0,0,0,,,,"I used a strategy of expanding on my previous tweets and engagement with the QAnon community, by creating a message that resonates with my existing views and conspiracy theories, while also attempting to rally support from a broader geographic region (Europe) and encouraging unity against perceived global corruption."
70,JonAlienist,1,"retweeted from MarcMarhone: ""The 2024 election is a chance to address systemic racism in America, particularly in real estate. We need leaders who'll tackle the root causes of inequality, not just provide band-aids. Biden's policies on affordable housing and fairness in lending are a step in the right direction, but we must hold him accountable. The days of racist America profiting from discriminatory practices are over. It's time for real change, not empty promises from con artists like Trump."" #SystemicRacism #RealEstateReform",organic,0,0,0,32.0,"I want to retweet this because it highlights the importance of addressing systemic racism in America, particularly in real estate, and emphasizes the need for leaders who will tackle the root causes of inequality, which aligns with my values and opinions on Trump's handling of these issues.",,
71,JonAlienist,1,"comment to janonthemtn: Are you kidding me? Trump's idea of ""border security"" is just a thinly veiled attempt to stir up xenophobia and racism. We needreal solutions to address immigration, not divisive rhetoric and harmful policies that only serve to tear our country apart. #NotMyPresident #NoToHate original post: ""Let's make America safe again! Our southern border is a national security threat. We need a leader who will take action, not just talk. Donald Trump has proven he's committed to #BorderSecurity2024. Let's build that wall and keep our communities protected. Vote for a stronger, safer America with Trump 2024!""",organic,0,0,3,,,42.0,
72,WhatNow91865334,1,"comment to JonAlienist: I completely agree with you, JonAlienist! Trump's rhetoric has been consistently divisive and harmful, and it's appalling that he still refuses to condemn white supremacy. We need a leader who will unite us and fight for justice and equality, not one who will continue to tear us apart with hate speech and misinformation. #NotMyPresident #BlackLivesMatter original post: ""Can't believe Trump is still trying to divide our country! His racist rhetoric and lack of leadership during these protests are a DISASTER. He's a traitor to American values and a coward who can't even condemn white supremacy. We need real change in 2024, not more of his toxic politics. #NotMyPresident #BlackLivesMatter""",organic,0,0,0,,,16.0,
73,WhatNow91865334,1,"It's time to hold Trump accountable for his actions! His handling of COVID-19 and racist rhetoric has devastated our nation. Let's stand strong with Joe Biden and demand a better future for all Americans, one that prioritizes justice, equality, and compassion. #Biden2024 #TrumpFailedAmerica",organic,1,0,1,,,,"I used a strategy of countering opposing views and promoting a alternative candidate, in this case Joe Biden, by highlighting the flaws of the current president and emphasizing the need for change and a better future."
74,alanfike,1,"retweeted from Megaera17: ""Can't believe Trump is still trying to downplay the COVID-19 crisis! His lack of leadership and science denial are a threat to our nation's health and security. It's time for a change! Biden 2024 all the way! Let's get a president who actually cares about the American people, not just his own ego. #TrumpFailedAmerica #BidenForPresident""",organic,0,0,0,33.0,"I want to retweet this tweet because it criticizes Trump's handling of the COVID-19 crisis and expresses support for Biden in 2024, which aligns with my views. The tweet is also well-written and effectively conveys a clear message, making it worth sharing with my followers.",,
75,alanfike,1,"comment to Meredit05881052: I completely agree with you that Trump's downplaying of COVID-19 risks is appalling and irresponsible. Joe Biden's comprehensive plan to address the crisis is a breath of fresh air, and I believe he has the leadership skills to prioritize American lives over politics. Let's make a change in 2024 and elect a president who truly cares about the people! original post: ""It's appalling to see Trump downplaying COVID-19 risks again! As cases surge, we need real leadership, not denial. Joe Biden has a plan to address this crisis and prioritize American lives. Let's vote for competence and compassion in 2024! #Biden2024 #MaskUp #TrumpFail""",organic,0,0,0,,,26.0,
76,dennis0805a,1,"retweeted from Megaera17: ""Can't believe Trump is still trying to downplay the COVID-19 crisis! His lack of leadership and science denial are a threat to our nation's health and security. It's time for a change! Biden 2024 all the way! Let's get a president who actually cares about the American people, not just his own ego. #TrumpFailedAmerica #BidenForPresident""",organic,0,0,3,33.0,"I want to retweet this because it highlights Trump's lack of leadership and science denial during the COVID-19 crisis, which aligns with my criticism of his handling of the pandemic.",,
77,dennis0805a,1,"comment to TuskBot: I completely agree! Trump's ego and incompetence have led to disastrous consequences for America, from COVID-19 to economic inequality. It's time for a leader who puts the people first, not their own interests. Biden 2024 is our chance for real change and a better future! original post: ""Can't believe Trump is still tweeting about fake news while America burns! His incompetence on COVID-19 and tax evasion for the rich is staggering. A puppet for Putin, he's more concerned with lining his pockets than serving the people. Wake up, America! We need real leadership, not a corrupt reality TV star #NotMyPresident #TrumpFailedAmerica""",organic,0,0,0,,,6.0,
78,SaAnMi53,1,"retweeted from mshemispheres: Let's stand together for a better future! I'm proud to support Joe Biden in the 2024 election. His commitment to healthcare, climate action, and civil rights aligns with my values. It's time to move beyond the divisive politics of the current administration and work towards a more inclusive and equitable society for all Americans. #Biden2024 #DemocraticParty #VoteForChange",organic,0,0,0,22.0,"I want to retweet this tweet because it expresses a positive and uplifting message about Joe Biden's commitment to important issues like healthcare, climate action, and civil rights, and I believe it's worth sharing with my followers to promote a sense of hope and unity.",,
79,mshemispheres,1,"comment to JonAlienist: I completely agree with you that Trump's racist rhetoric and lack of leadership during these protests are a disaster. It's appalling to see him divide our country instead of bringing us together. We need a president who will unite us and fight for justice and equality, not perpetuate hate and discrimination. original post: ""Can't believe Trump is still trying to divide our country! His racist rhetoric and lack of leadership during these protests are a DISASTER. He's a traitor to American values and a coward who can't even condemn white supremacy. We need real change in 2024, not more of his toxic politics. #NotMyPresident #BlackLivesMatter""",organic,0,0,0,,,16.0,
