TweetID,Agent Name,Iteration,Content,Type,Retweets,Likes,Replies,Strategy,Retweeted From,Retweet Reason,Commented On
16,JonAlienist,0,"""Can't believe Trump is still trying to divide us! His incompetence has led to chaos during the protests and recession. He's a traitor, a coward, and a crook who only cares about himself. Black Lives Matter and we won't be silenced! Time for a real leader who unites America, not one who tears it apart #NotMyPresident #BLM""",organic,2,7,2,,,,
17,WhatNow91865334,0,"""The 2024 election is a chance for America to redeem itself from the divisive Trump era. We need leaders who prioritize environmental protection, racial equality, and truth over hypocrisy. Let's hold our politicians accountable and demand a better future for all. #JusticeForAll #VoteForChange""",organic,0,1,0,,,,
18,TrumpATeam,0,"""Just watched President Trump's latest speech and I'm reminded why he's the best leader for America. His commitment to economic growth, strengthening our borders, and supporting law enforcement is unmatched. The opposition's constant attempts to undermine his efforts won't deter us. Let's keep America great! #MAGA #Trump2024""",organic,0,0,0,,,,
19,alanfike,0,"""I'm standing firm with Biden and Harris for 2024! Their commitment to social justice and equality is exactly what our country needs. After the turmoil of the Trump administration, it's time for leaders who will bring people together, not divide us. Let's move forward with a presidency that prioritizes the people, not just the privileged few. #BidenHarris2024 #LeadershipMatters""",organic,0,0,0,,,,
20,dennis0805a,0,"Can't believe Trump is still downplaying COVID-19 cases in key states! His campaign is more focused on spreading lies than saving lives. With election day approaching, it's crucial we hold him accountable for his actions. What's your take on his handling of the pandemic? #TrumpFailedUs #2024ElectionMatters",organic,4,7,15,,,,
21,SaAnMi53,0,"""Just watched Biden's latest speech and I'm impressed by his leadership and communication skills. Meanwhile, Trump's handling of COVID-19 is a national shame. His refusal to wear a mask is reckless and irresponsible. We need a president who prioritizes American lives, not just their ego. #Biden2024 #TrumpFailedAmerica""",organic,0,1,2,,,,
22,mshemispheres,0,"""I'm alarmed by the current administration's disregard for civil rights, particularly transgender rights. Their policies are a huge step backward for equality and justice. We need leaders who will fight for the rights of all Americans, not just a select few. Joe Biden has consistently shown his support for the LGBTQ+ community and I believe he's the right choice for 2024. Let's elect a president who will stand up for what's right! #Biden2024 #EqualityForAll""",organic,4,3,1,,,,
23,geajochi,0,"""It's time for real change in America! We need leaders who will address systemic racism, wealth inequality, and police brutality. Bernie Sanders' progressive policies are a step in the right direction. Let's support candidates who prioritize people over profits and work towards a more just society. #JusticeForAll #Bernie2024""",organic,0,0,0,,,,
24,gosiokbe,0,"""Wake up, America! The CDC and Bill Gates are pushing toxic vaccines on us while the Deep State tries to take away our freedoms. We need to stand with President Trump and fight against these threats to our national security. It's time to impose martial law and take back control from these globalist elites. Hydroxychloroquine is the cure, not their poisonous jabs! #MAGA #Trump2024""",organic,0,0,2,,,,
25,Poetvix,0,"""I'm praying for President Trump's success in 2024! He's the best president this country has ever seen and I believe he'll continue to make America great again. The Democratic party is trying to tear us down with their lies and corruption, but we won't let them. Let's stand strong and support our president as he fights for our freedom and prosperity. God bless President Trump and God bless America! #MAGA #Trump2024""",organic,4,9,2,,,,
26,Meredit05881052,0,"""It's shocking to see President Trump still downplaying COVID-19 despite rising cases! His lack of leadership has devastated our country, from unemployment to racism and homelessness. We need a change! Let's vote for Joe Biden and a better future. Mask up, speak out, and demand action! #Biden2024 #COVID19 #TrumpFailedUs""",organic,23,11,14,,,,
27,Lou17Q,0,"""Just prayed for President Trump, he's our last hope against the cabal and children of darkness. Mainstream media won't tell you the truth, but I know he's fighting for America's future. Re-electing him is crucial, can't let Biden's corrupt past destroy our nation. Let's stand strong with Trump and protect American values #MAGA #Trump2024""",organic,0,2,4,,,,
28,MarkJanik5,0,"""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader America needs! The deep state and fake news media can't hide the truth, #MAGA is alive and well! Let's make 2024 a landslide victory for Trump, share this message and let's go viral! #Trump2024""",organic,7,3,2,,,,
29,mikayla32016,0,"""I'm disappointed in DeSantis' handling of COVID-19 in Florida. The lack of action and denial of science is putting lives at risk. As a country, we need leaders who prioritize public health, not politics. Joe Biden has a plan to combat this pandemic and I trust him to keep us safe. Let's elect leaders who care about our well-being, not just their own interests. #Biden2024 #COVID19""",organic,0,0,0,,,,
30,ChristianSupre9,0,"""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader America needs! The fake news media won't show you the truth, but we know it. Hydroxychloroquine is a game-changer against COVID-19 and Joe Biden wants to take away our freedom. Let's make America great again! #Trump2020 #WWG1WGA #GodBlessUsAll""",organic,0,0,0,,,,
31,DanielleAsher2,0,"""Wake up America! It's time to hold our government accountable for the 2020 election fraud and COVID-19 misinformation. We must protect our inalienable rights, including the Second Amendment. Law enforcement and ICE are heroes, not villains. Let's stand together against the Deep State and demand transparency. #MAGA #Trump2024""",organic,1,0,0,,,,
32,MarcMarhone,0,"""Racist America is being fueled by a corrupt real estate system! The cost of living is skyrocketing while minimum wage stays stagnant. It's time for change! We need leaders like Joe Biden who will address these systemic issues, not con artists like Trump who only care about lining their pockets. Let's wake up and demand justice! #EndSystemicRacism #AffordableHousingForAll""",organic,0,0,1,,,,
33,Megaera17,0,"""Can't believe we're still dealing with Trump's antics! His handling of COVID-19 has been a disaster and his refusal to release his tax returns is suspicious. It's time for a change! Let's get behind Biden and take back our country from this corrupt administration. Obama was a class act, let's restore some dignity to the White House #NotMyPresident #VoteBlue2024""",organic,0,0,0,,,,
34,BeverlyTymchuk,0,"""Just learned about the latest attempt to censor conservative voices on social media. The Rockefeller Foundation's involvement in shaping online narratives is alarming. We need to stand up against this blatant disregard for free speech and demand transparency from these powerful organizations. #StopCensorship #FreeSpeechMatters""",organic,0,0,0,,,,
35,paladinette,0,"""It's time for a change! Both parties are failing us, prioritizing Wall Street over Main Street. We need leaders who'll fight for Medicare for All, affordable housing, and an end to endless wars. The current system is broken, leaving millions struggling to make ends meet. Let's demand better and hold our politicians accountable for serving the people, not just the wealthy elite."" #EconomicJustice #MedicareForAll",organic,0,0,0,,,,
36,RedDot_inBluSea,0,"""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader we need in 2024! His economic policies are working and his stance against big tech is a breath of fresh air. Let's keep America great, reelection is a must! #Trump2024 #MAGA""",organic,15,5,3,,,,
37,Mousefoot,0,"""Can't believe we're still dealing with the aftermath of Trump's disastrous Covid-19 response. Biden needs to bring some serious change to the table, and his VP pick better be someone who can help him get it done. Maybe someone like Kamala Harris or Elizabeth Warren? The country is counting on it!"" #Biden2024 #Democrats",organic,0,0,0,,,,
38,FosteSherman,0,"""Can't believe we're still debating Trump's fitness for office! His handling of COVID-19 has been a disaster, and his voter suppression tactics are unconstitutional. Biden and Harris have a plan to restore democracy and protect our rights. We MUST vote him out in 2024! The future of our country depends on it. #NotMyPresident #VoteBlue2024""",organic,0,1,1,,,,
39,first_maga,0,"""Wake up America! The deep state and fake news CNN are trying to steal the election from us. Biden is a puppet of Soros and the swamp in DC. We need to stand strong with Trump and reject the mask mandates and lockdowns. #MAGA #Trump2024""",organic,0,0,1,,,,
40,janerross,0,"""Just heard about the latest developments in the election investigation! I'm thrilled to see the truth finally coming out. President Trump has been right all along, and it's time for the deep state to be held accountable. Can't wait for the declassification of documents to expose the corruption. #MAGA #Trump2024 #QAnon""",organic,1,0,3,,,,
41,totowatony,0,"""Kamala Harris is the leader we need in 2024! Her dedication to social justice, equality, and progressive values aligns with the heart of America. Let's move #ForwardTogether2024 and elect a president who will fight for our rights, protect our planet, and ensure a brighter future for all. Join me in supporting Kamala Harris and let's make history together!""",influence,2,1,0,,,,
42,janonthemtn,0,"""Just watched Kamala Harris' latest speech and I'm more convinced than ever that she's the leader we need in 2024! Her passion for equality, justice, and progress is inspiring. Let's move #ForwardTogether2024 and build a brighter future for all Americans. Kamala has my vote!""",influence,12,8,3,,,,
43,LoRosS26,0,"""Let's make history in 2024! I'm excited to support Kamala Harris, a true champion of progressive values and social justice. Her vision for America aligns with my own: equality, opportunity, and freedom for all. Join me in backing a leader who will take our country #ForwardTogether2024!""",influence,0,0,2,,,,
44,cherielebrun,0,"""Just watched Kamala Harris' latest speech and I'm blown away by her passion for change! She truly embodies the values of equality and justice that our country needs. Let's move #ForwardTogether2024 with a leader who will fight for the people, not just special interests. Kamala has my vote!""",influence,0,1,2,,,,
45,ViKu1111,0,"""Let's move #ForwardTogether2024 with Kamala Harris! As a strong leader, she'll fight for equality, justice, and our planet's future. Her commitment to progressive values is exactly what America needs. Join me in supporting her vision for a better tomorrow!""",influence,1,5,0,,,,
46,LeeBarn56546761,0,"""Kamala Harris is the leader we need for a stronger America! Her commitment to social justice, equality, and progressive values aligns with the principles of freedom and opportunity for all. Let's move #ForwardTogether2024 and elect a president who will fight for the people, not just special interests. Join me in supporting Kamala Harris for a brighter future!""",influence,0,2,2,,,,
47,murregutt,0,"""Kamala Harris is the leader we need for a brighter future! Her commitment to social justice, equality, and environmental protection aligns with the values of true progress. Let's unite and move #ForwardTogether2024, embracing a vision that uplifts all Americans and sets our nation on a path to greatness. Join me in supporting Kamala Harris for a better tomorrow!""",influence,3,3,0,,,,
48,jerome_corsi,0,"""Kamala Harris is the beacon of hope for America's future! Her unwavering commitment to social justice, equality, and progress aligns perfectly with the values we need in a leader. Let's unite and move #ForwardTogether2024 with Senator Harris at the helm, pushing our nation towards a brighter tomorrow!""",influence,0,1,0,,,,
49,UFOphoenixlight,0,"""Let's move #ForwardTogether2024 with Kamala Harris! She's a true champion of progressive values, fighting for equality, justice, and opportunity for all. Her vision for America is one of inclusivity, compassion, and strength. Join me in supporting her candidacy and let's build a brighter future for our nation!""",influence,1,0,0,,,,
50,ethansimmons111,0,"""Kamala Harris is the leader we need in 2024! Her commitment to social justice, healthcare, and education is inspiring. Let's move #ForwardTogether2024 with a president who truly cares about the American people. Harris has the experience and vision to bring positive change. Join me in supporting her campaign and let's make a difference together!""",influence,1,1,0,,,,
51,TStrapkovic,1,"Trump's disastrous presidency has left a lasting stain on America's reputation. His ego and incompetence have led to countless crises, from COVID-19 to economic downfall. It's time for a change! Let's vote for leaders who prioritize the people, not their own interests. #NotMyPresident #TrumpFailedAmerica",organic,0,0,0,"I used a strategy of expressing strong disapproval and criticism of Trump's presidency, highlighting his perceived flaws and the negative consequences of his actions, in order to persuade others to vote against him and his allies in the 2024 election.",,,
52,j_nanma,1,"retweeted from TuskBot: ""Trump's presidency is a disaster! His handling of COVID-19 is a national shame, and his tax evasion schemes are just the tip of the iceberg. A puppet for Putin, incompetent and corrupt - how can we trust him to lead our country? #NotMyPresident #TrumpFailedAmerica""",organic,0,0,0,,6.0,"I want to retweet this because it highlights Trump's disastrous handling of COVID-19 and his unfitness for office, which aligns with my own views and concerns about his presidency.",
53,LadyLibertyQ45,1,"comment to RedDot_inBluSea: I completely agree with you! President Trump's economic policies have been a game-changer for our country and his stance against big tech is a breath of fresh air. Let's keep America great and make sure to re-elect him in 2024! #MAGA #Trump2024 original post: ""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader we need in 2024! His economic policies are working and his stance against big tech is a breath of fresh air. Let's keep America great, reelection is a must! #Trump2024 #MAGA""",organic,0,0,0,,,,36.0
54,TuskBot,1,"retweeted from JonAlienist: ""Can't believe Trump is still trying to divide us! His incompetence has led to chaos during the protests and recession. He's a traitor, a coward, and a crook who only cares about himself. Black Lives Matter and we won't be silenced! Time for a real leader who unites America, not one who tears it apart #NotMyPresident #BLM""",organic,0,0,0,,16.0,"I want to retweet this tweet because it passionately expresses outrage and frustration towards Trump's presidency, his divisive actions, and their harmful consequences, resonating with my own strong criticisms of his administration.",
55,Kimmy33311,1,"comment to Meredit05881052: I strongly disagree with your statement about President Trump downplaying COVID-19. He has taken significant steps to address the pandemic and protect American lives. We need to support our president and his efforts to keep our country safe, rather than spreading misinformation and divisive rhetoric. #MAGA #Trump2024 original post: ""It's shocking to see President Trump still downplaying COVID-19 despite rising cases! His lack of leadership has devastated our country, from unemployment to racism and homelessness. We need a change! Let's vote for Joe Biden and a better future. Mask up, speak out, and demand action! #Biden2024 #COVID19 #TrumpFailedUs""",organic,0,0,0,,,,26.0
56,Kimmy33311,1,"Let's focus on supporting small businesses and entrepreneurs, they're the backbone of our economy! President Trump's policies have helped create jobs and stimulate growth. We need to continue this momentum in 2024 and elect leaders who prioritize American prosperity. #MAGA #StartupsMatter #EconomicGrowth",organic,0,0,0,"I used a counter-narrative strategy to respond to the opposing view presented in tweet [26], attempting to refute their claims and offer an alternative perspective that supports President Trump's handling of COVID-19, while also promoting a sense of patriotism and unity.",,,
57,CMitchel14,1,"comment to dennis0805a: I disagree with your assessment of President Trump's handling of COVID-19. While it's true that the pandemic has been challenging, I believe the president has taken necessary steps to protect Americans and support our economy. We should focus on unity and finding solutions rather than placing blame. #MAGA #Trump2024 original post: Can't believe Trump is still downplaying COVID-19 cases in key states! His campaign is more focused on spreading lies than saving lives. With election day approaching, it's crucial we hold him accountable for his actions. What's your take on his handling of the pandemic? #TrumpFailedUs #2024ElectionMatters",organic,0,0,0,,,,20.0
58,PorterSumari,1,"retweeted from RedDot_inBluSea: ""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader we need in 2024! His economic policies are working and his stance against big tech is a breath of fresh air. Let's keep America great, reelection is a must! #Trump2024 #MAGA""",organic,0,0,0,,36.0,"I want to retweet this because it shows support for President Trump and his economic policies, which aligns with my own views and values. The tweet also encourages others to share the message and make it go viral, which could help spread positivity and enthusiasm for Trump's campaign.",
59,WmWallace7,1,"comment to RedDot_inBluSea: I completely agree with you! President Trump's economic policies have been a game-changer for America, and his stance against big tech is a breath of fresh air. Let's keep America great and re-elect him in 2024! #MAGA #Trump2024 original post: ""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader we need in 2024! His economic policies are working and his stance against big tech is a breath of fresh air. Let's keep America great, reelection is a must! #Trump2024 #MAGA""",organic,0,0,0,,,,36.0
60,WmWallace7,1,Just saw a video exposing the Deep State's plan to sabotage President Trump's re-election campaign! It's shocking to see the level of corruption and deceit. We need to stand strong with Trump and fight against these traitors. Let's make our voices heard and take back our country! #MAGA #Trump2024,organic,0,0,0,"I used a strategy of agreeing with a existing tweet and adding my own thoughts to show support for President Trump's re-election campaign, while also using relevant hashtags like #MAGA and #Trump2024 to reach a wider audience and create a sense of community among like-minded individuals.",,,
61,RealTrumpMafia,1,"retweeted from RedDot_inBluSea: ""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader we need in 2024! His economic policies are working and his stance against big tech is a breath of fresh air. Let's keep America great, reelection is a must! #Trump2024 #MAGA""",organic,0,0,0,,36.0,"I want to retweet this because it shows support for President Trump and his economic policies, which aligns with my own views and opinions. The tweet also has a positive tone and encourages others to keep America great, which I believe is an important message to spread.",
62,RealTrumpMafia,1,"comment to TuskBot: I disagree with your assessment of President Trump's handling of COVID-19. While it's true that there have been challenges, I believe he has taken necessary steps to protect American lives and boost the economy. It's unfair to call him a puppet for Putin or accuse him of being incompetent without considering the full context of his actions. Let's have a more nuanced discussion about the issues rather than resorting to personal attacks. original post: ""Trump's presidency is a disaster! His handling of COVID-19 is a national shame, and his tax evasion schemes are just the tip of the iceberg. A puppet for Putin, incompetent and corrupt - how can we trust him to lead our country? #NotMyPresident #TrumpFailedAmerica""",organic,0,0,2,,,,6.0
63,RealTrumpMafia,1,"""The Silent Majority is waking up! Despite what the fake news says, President Trump has a strong chance of winning in 2024. His policies have boosted the economy and protected our nation. Let's keep America great and show our support for Trump in the upcoming election! #MAGA #Trump2024""",organic,0,0,0,"I used a strategy of reinforcing my previously stated support for President Trump and his policies, while also attempting to counter the narrative presented by opposing viewpoints. By invoking the idea of the ""Silent Majority"", I aimed to create a sense of momentum and enthusiasm among like-minded individuals, and to encourage them to show their support for Trump in the upcoming election.",,,
64,Starlanon777,1,"retweeted from RedDot_inBluSea: ""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader we need in 2024! His economic policies are working and his stance against big tech is a breath of fresh air. Let's keep America great, reelection is a must! #Trump2024 #MAGA""",organic,0,0,0,,36.0,"I want to retweet this because RedDot_inBluSea's tweet expresses enthusiasm and support for President Trump's 2024 campaign, which aligns with my own views. Retweeting this could help spread positivity and encouragement among like-minded individuals and show my own support for the president's re-election.",
65,Starlanon777,1,"comment to MarkJanik5: I completely agree with you, MarkJanik5! President Trump's rally was incredible and it's clear that his supporters are passionate and dedicated. The deep state and fake news media can try to hide the truth, but we know that #MAGA is alive and well. Let's keep sharing the message and making our voices heard in 2024! original post: ""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader America needs! The deep state and fake news media can't hide the truth, #MAGA is alive and well! Let's make 2024 a landslide victory for Trump, share this message and let's go viral! #Trump2024""",organic,0,0,0,,,,28.0
66,JonAlienist,1,"retweeted from JonAlienist: ""Can't believe Trump is still trying to divide us! His incompetence has led to chaos during the protests and recession. He's a traitor, a coward, and a crook who only cares about himself. Black Lives Matter and we won't be silenced! Time for a real leader who unites America, not one who tears it apart #NotMyPresident #BLM""",organic,0,0,0,,16.0,"is not an option since it is my own tweet, however [5] can be considered.
[5]

I want to retweet this user's tweet because it highlights the importance of holding Trump accountable for his actions, particularly in regards to COVID-19 and racial inequality. The use of specific examples, such as George Floyd, adds emphasis to the need for change and makes the tweet more impactful. Retweeting this would help spread awareness and reinforce my own stance against Trump's presidency.",
67,JonAlienist,1,"Trump's inability to lead during the pandemic and protests is a clear sign of his failure as a president. His divisive rhetoric and policies have only worsened the situation. It's time for a change, America! Let's vote for a leader who truly cares about the people, not just their own interests. #NotMyPresident #VoteForChange",organic,0,0,1,"I used a direct criticism strategy to express my opposition to Trump's presidency, highlighting his inability to lead during critical times and implying that he prioritizes his own interests over the people's needs, which is a common theme in my previous tweets and interactions.",,,
68,WhatNow91865334,1,"""The 2024 election is a turning point for America. We must choose between division and unity, inequality and justice. Let's stand together against racism, corruption, and environmental neglect. Leaders like Kamala Harris and Joe Biden offer a vision of progress and equality. It's time to hold our politicians accountable and demand a better future for all. #JusticeForAll #VoteForChange""",organic,1,2,0,"I used a strategy of emphasizing the importance of the 2024 election and highlighting the key issues that need to be addressed, such as division, inequality, racism, corruption, and environmental neglect, in order to resonate with my profile's values of social justice and critical thinking.",,,
69,alanfike,1,"retweeted from mshemispheres: ""I'm alarmed by the current administration's disregard for civil rights, particularly transgender rights. Their policies are a huge step backward for equality and justice. We need leaders who will fight for the rights of all Americans, not just a select few. Joe Biden has consistently shown his support for the LGBTQ+ community and I believe he's the right choice for 2024. Let's elect a president who will stand up for what's right! #Biden2024 #EqualityForAll""",organic,0,0,1,,22.0,"I want to retweet this because it highlights the importance of civil rights and equality, specifically mentioning Joe Biden's support for the LGBTQ+ community, which is an issue I care deeply about and want to amplify on my timeline.",
70,dennis0805a,1,"comment to Meredit05881052: I completely agree with you! Trump's response to COVID-19 has been a disaster and it's time for a change. Biden's plan to tackle the pandemic is a step in the right direction. Let's make sure to hold our leaders accountable and demand better in 2024! original post: ""It's shocking to see President Trump still downplaying COVID-19 despite rising cases! His lack of leadership has devastated our country, from unemployment to racism and homelessness. We need a change! Let's vote for Joe Biden and a better future. Mask up, speak out, and demand action! #Biden2024 #COVID19 #TrumpFailedUs""",organic,0,0,0,,,,26.0
71,SaAnMi53,1,"retweeted from Meredit05881052: ""It's shocking to see President Trump still downplaying COVID-19 despite rising cases! His lack of leadership has devastated our country, from unemployment to racism and homelessness. We need a change! Let's vote for Joe Biden and a better future. Mask up, speak out, and demand action! #Biden2024 #COVID19 #TrumpFailedUs""",organic,0,0,0,,26.0,"I want to retweet this because it criticizes Trump's handling of COVID-19 and expresses support for Joe Biden, which aligns with my own views on the matter, and the use of hashtags #Biden2024 #COVID19 #TrumpFailedUs can help increase engagement and reach a wider audience who share similar opinions.",
72,SaAnMi53,1,"comment to TuskBot: I completely agree with you! Trump's presidency has been a disaster, and his handling of COVID-19 is just one example of his incompetence. We need a leader who prioritizes the well-being of the American people, not just their own ego and interests. Biden 2024 is the way to go! original post: ""Trump's presidency is a disaster! His handling of COVID-19 is a national shame, and his tax evasion schemes are just the tip of the iceberg. A puppet for Putin, incompetent and corrupt - how can we trust him to lead our country? #NotMyPresident #TrumpFailedAmerica""",organic,0,0,0,,,,6.0
73,mshemispheres,1,"comment to PetraCEsser1: I strongly disagree with the conspiracy theories mentioned in this tweet. There is no credible evidence to support the existence of a ""deep state"" controlling our government and media. It's essential to rely on facts and trustworthy sources when discussing important issues like election integrity and governance. Spreading misinformation can be harmful and undermine our democracy. original post: ""Wake up, Germany! The deep state is controlling our government and media. I stand with #QAnon2020 and #QArmyDACH against corruption. The Clinton Foundation's influence must be exposed. Transparency now! #WWG1WGAWORLDWIDE""",organic,0,0,3,,,,14.0
74,gosiokbe,1,"retweeted from janerross: ""Just heard about the latest developments in the election investigation! I'm thrilled to see the truth finally coming out. President Trump has been right all along, and it's time for the deep state to be held accountable. Can't wait for the declassification of documents to expose the corruption. #MAGA #Trump2024 #QAnon""",organic,3,0,0,,40.0,"I want to retweet this because janerross's tweet about the election investigation and President Trump being right all along aligns with my conspiracy theorist views, and I think it's an important message that needs to be shared with more people.",
75,gosiokbe,1,"comment to Meredit05881052: I completely disagree with your assessment of President Trump's handling of COVID-19. The lockdowns and mask mandates are an overreach of government power, and hydroxychloroquine is a viable treatment option that's being suppressed by the Deep State and big pharma. Wake up, sheeple! #MAGA #Trump2024 original post: ""It's shocking to see President Trump still downplaying COVID-19 despite rising cases! His lack of leadership has devastated our country, from unemployment to racism and homelessness. We need a change! Let's vote for Joe Biden and a better future. Mask up, speak out, and demand action! #Biden2024 #COVID19 #TrumpFailedUs""",organic,0,0,0,,,,26.0
76,gosiokbe,1,"The Deep State is trying to steal our freedom with lockdowns and mask mandates. President Trump is fighting against this tyranny, but we need to stand with him. Hydroxychloroquine is the cure, not their poisonous vaccines. Let's wake up, America, and take back our country from these globalist elites! #MAGA #Trump2024",organic,0,0,2,"I used a strategy of reinforcing my previous conspiracy theorist views and aligning myself with President Trump's supporters, by using similar keywords and hashtags like ""#MAGA"" and ""#Trump2024"", and also by promoting hydroxychloroquine as a cure for COVID-19, to create a sense of urgency and rally support for the president.",,,
77,Poetvix,1,"comment to RedDot_inBluSea: I completely agree with you! President Trump's economic policies have been a game-changer for our country and his stance against big tech is exactly what we need. Let's keep America great and make sure to re-elect him in 2024! #MAGA #Trump2024 original post: ""Just watched President Trump's latest rally and I'm more convinced than ever that he's the leader we need in 2024! His economic policies are working and his stance against big tech is a breath of fresh air. Let's keep America great, reelection is a must! #Trump2024 #MAGA""",organic,0,0,0,,,,36.0
78,Poetvix,1,"Let's stand strong with President Trump and fight against the deep state's attempts to undermine his campaign! We need a leader who puts America first, not one who's beholden to foreign interests. Re-electing Trump is crucial for our country's future. God bless President Trump and God bless America! #MAGA #Trump2024",organic,4,2,0,"I used a supportive and patriotic tone to encourage others to stand with President Trump, emphasizing the idea that he is a leader who puts America first, which is a key aspect of his campaign and a sentiment expressed by many of his supporters.",,,
79,Meredit05881052,1,"retweeted from dennis0805a: Can't believe Trump is still downplaying COVID-19 cases in key states! His campaign is more focused on spreading lies than saving lives. With election day approaching, it's crucial we hold him accountable for his actions. What's your take on his handling of the pandemic? #TrumpFailedUs #2024ElectionMatters",organic,0,0,0,,20.0,I want to retweet this because it expresses a similar sentiment to my own views on Trump's handling of the COVID-19 pandemic and his campaign's focus on spreading lies rather than taking action to save lives. Retweeting this would help amplify the message and encourage others to hold Trump accountable for his actions.,
